,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
1199,50,"I was so surprised and disappointed fount out that there is a town in European Union divided by the force. This is Nicosia, the capital of Cyprus. From there I realised how terrible is to have your home in the other side of a fence and you have not the permission to visit it",Ledras,Review 643 Similarity,0.267261242,Review 454 Similarity,0.40824829,"{'neg': 0.116, 'neu': 0.844, 'pos': 0.039, 'compound': -0.6452}",-0.6452,neg
1200,30,"This is just a border crossing... I mean, it’s interesting to see the dead zone - but it is just a passport control so... unless you’re crossing into North Cyprus, it’s not like a “tourist site”.",Ledras,Review 45 Similarity,0.231455025,Review 506 Similarity,0.40824829,"{'neg': 0.151, 'neu': 0.796, 'pos': 0.053, 'compound': -0.5369}",-0.5369,neg
1203,40,This is a border crossing from Cyprus to Turkey in the northern part of the Cyprus that is owned by Turkey. The border had no signage and it's the simplest crossing I've ever seen.,Ledras,Review 66 Similarity,0.15430335,Review 596 Similarity,0.40824829,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1214,50,"Believe or not, one of the main reasons to visit Cyprus was to pass the border which divides one city between to nations.All over the Cyprus side refers to the turkish side as ""occupied territories"" and do me a favor:do not ask the Cypriots about touristic monuments across the border!The crossing went smoothly -you must have a valid passport with you.The Cyprus side does not check on you but the turks do.They register you at the entrance and at the exit.We were in the turkish country for about 5 hours and came back.There is a clear difference betwen the to parts:the turkish is more neglected and not as clean as Cyprus side.Othewise no problem walking and visiting what you had in mind.Even the Venetian Walled medieval Nicosia is divided.The frontier goes almost in the middle. It was interesting to see that the very middle point of the medieval city is in the turkish side and it is mentioned on the touristic map.The Cyprus touristic guides do not mention any attractions in the turkish side so after you crossed the border take a free map of the city and enjoy the event !Just in front of the border before you go to the turks there is a monument in remembrace of the Armenian holocaust done by the turks and denied by them.The monument is put there, I am sure, in a demonstrative act to remind all the tourists and locals about the atrocities done to the Armenian people.",Ledras,Review 337 Similarity,0.38368286799999995,Review 215 Similarity,0.392837101,"{'neg': 0.081, 'neu': 0.85, 'pos': 0.069, 'compound': -0.4693}",-0.4693,neg
1216,50,"It feels unusual crossing the border in which you are taken to somewhere different, but yet on the same street in the same city. The crossing was no problem at all, it's interesting to do this as it's something which is a rare thing in such a context. Be advised if you're bringing ""designer products"" back into the south from the north, that you should try and hide them or if possible make it look as if you already had it. The south are a little prejudice to bringing things over from the north, as the Turkish sell things a lot cheaper. Remember your passport!Would do it again!",Ledras,Review 289 Similarity,0.44474959,Review 110 Similarity,0.39223227,"{'neg': 0.112, 'neu': 0.857, 'pos': 0.031, 'compound': -0.8571}",-0.8571,neg
1220,50,"The Ledras street crossing (lokmatgi street) to the buffer zone was made in 1964 when Turkish Cypriots started rioting against the Legal government and after 1974 when the occupation from turkey stopped there.Connecting the Elephteria square (south) to Kyrenia gate or the woman’s market (north).In 2007 someone eventually decide to open the area.Cypriots from all communities and foreigners except illegal Turkish nationals are allowed to pass from one area to the other by foot.The north decadent, unattended and cheap.The south, normal with plenty of cafés, international brands stores, restaurants etc.Visit with your own caution.",Ledras,Review 358 Similarity,0.35714285700000004,Review 285 Similarity,0.37796447299999997,"{'neg': 0.056, 'neu': 0.929, 'pos': 0.015, 'compound': -0.6124}",-0.6124,neg
1232,30,"Ledra street is where the borders between Turkey and Cyprus is! The Cypriot side is much better and cleaner where the other side is dirty! The shopping on the Turkish side is full of fake brands products where on the Cypriot side, it is not legal to sell fake brands! It is nice to visit the only divided capital in the world!",Ledras,Review 157 Similarity,0.404061018,Review 159 Similarity,0.353553391,"{'neg': 0.157, 'neu': 0.743, 'pos': 0.1, 'compound': -0.6414}",-0.6414,neg
1235,40,This is a forgotten border monitored by the UN . Crazy that this city is divided . We found North Nicosia much more interesting than the South,Ledras,Review 119 Similarity,0.358568583,Review 264 Similarity,0.353553391,"{'neg': 0.152, 'neu': 0.742, 'pos': 0.106, 'compound': -0.079}",-0.079,neg
1252,50,"One long shopping street everything for everyone cloths ,jewellery,perphumes ,there is a crossing point from north to South passport required,small narrow streets beware if you stop to long to look you will be pounced on from the seller",Ledras,Review 721 Similarity,0.478091444,Review 44 Similarity,0.316227766,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1253,40,Smooth passage for those not born in the wrong time at the wrong place. So we had to leave our Turkish born guide North of the crossing point. Very contrasting atmosphere in the opposite parts of this divided capital. You get a glimpse of the green line when walking between the passport controls.,Ledras,Review 190 Similarity,0.43643578,Review 121 Similarity,0.316227766,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.7506}",-0.7506,neg
1255,40,"Crossing from the Greek side into the Turkish side is fairly painless, although do not mention to the Greek Cypriots that you are visiting the Turkish side, they insist it is all Greek Cyprus & the Turks are only temporary, even after 41 years of occupation.Quite a contrast too once you cross over, less activity & much fewer shops & restaurants. A lot of North Nicosia is still in ruin after the 1974 invasion, still worth the effort though.",Ledras,Review 727 Similarity,0.429197538,Review 132 Similarity,0.316227766,"{'neg': 0.048, 'neu': 0.9, 'pos': 0.052, 'compound': -0.1779}",-0.1779,neg
1257,10,"Normal street and the place dose not worth visiting, especially the crossing point to the part of Cyprus invaded by Turkey. Really disappointed for going there.",Ledras,Review 631 Similarity,0.40089186299999996,Review 198 Similarity,0.316227766,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.6198}",-0.6198,neg
1265,50,No problems crossing in either direction.Well worth a visit to the north of the city but it is so hot.,Ledras,Review 573 Similarity,0.267261242,Review 449 Similarity,0.316227766,"{'neg': 0.165, 'neu': 0.766, 'pos': 0.069, 'compound': -0.25}",-0.25,neg
1274,50,"We parked the car less than 100m from the Ledra palace and crossed there, walking down through no mans land of the green zone, past many abandoned buildings before entering the south and walking down past the usual shops you see in every European high street, we exited again in to the northern side, which seemed more traditional before retracing our steps. A rare opportunity to visit a divided city. Attached photo was just inside the north, google umbrellas.",Ledras,Review 140 Similarity,0.37796447299999997,Review 226 Similarity,0.288675135,"{'neg': 0.063, 'neu': 0.902, 'pos': 0.034, 'compound': -0.34}",-0.34,neg
1276,50,A weird crossing tbrough the city into the world of fake goods to tempt you into breaking the law. If caught you'll lose you booty. Uncomfortable feeling when crossing but we do it every time we come to Cyprus.,Ledras,Review 141 Similarity,0.327326835,Review 310 Similarity,0.288675135,"{'neg': 0.171, 'neu': 0.799, 'pos': 0.03, 'compound': -0.5859}",-0.5859,neg
1280,40,"The title shouldnt be about 'border' crossing, because that would mean one is crossing the border of two countries. What you are crossing here is the enforced GreenLine between the free part of Cyprus and the occupied by the Turkish troops part. There is no border to mention. Cyprus is one country, globally(except Turkey) aknowledged to be the only legal entity on the island. What people need to understand is that when they cross they enter an illegal entity aknowledged only by Turkey and Azerbaijhan!!",Ledras,Review 843 Similarity,0.272772363,Review 398 Similarity,0.288675135,"{'neg': 0.069, 'neu': 0.879, 'pos': 0.052, 'compound': -0.3786}",-0.3786,neg
1282,30,bit of a farce if you ask me.don't buy anything on the north side and then cross over the border to the south because when you cross back over again the south will confiscate it,Ledras,Review 586 Similarity,0.21821789,Review 520 Similarity,0.288675135,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
1285,50,"The last divided capital of Europe has the green line that separates north and south part of the island.. The ""twin crime"" of Greek and Turkish governments, which both decided to separate the island during 1974, without asking the local people if they wished for it or not.. Coup d'etat by the greek junta, invasion by the turking, a crime that is ""legalized"" during the decades, copied in several parts of the world where the powerful site controls the weak.",Ledras,Review 225 Similarity,0.101015254,Review 645 Similarity,0.288675135,"{'neg': 0.113, 'neu': 0.855, 'pos': 0.032, 'compound': -0.7964}",-0.7964,neg
1287,30,"This is a convenient pedestrian crossing point in the centre of Nicosia. Crossing allows you to see the complete contrast between the North and South cultures. When we visited in November, there were no queues either way.",Ledras,Review 244 Similarity,0.505076272,Review 10 Similarity,0.267261242,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1289,50,It should not be a crossing point. Nicosia is still divided and crossing the other side is politically wrong for every EU citizen that respects The Republic of Cyprus.,Ledras,Review 262 Similarity,0.472455591,Review 55 Similarity,0.267261242,"{'neg': 0.099, 'neu': 0.828, 'pos': 0.073, 'compound': -0.2023}",-0.2023,neg
1290,50,"Ledra looks charming with many restaurants,cafes and shops all around the year.There are still orange trees at some places around Debenhams store.Crossing point is place where is possible to enter at north part of the country followingsimple procedure with Turkish immigration which sometimes can be very slow due tobig crowd.After the border almost nothing to be impressed, time stopped forty years ago.There was no rush on the way back to Greek part.",Ledras,Review 462 Similarity,0.472455591,Review 56 Similarity,0.267261242,"{'neg': 0.085, 'neu': 0.867, 'pos': 0.048, 'compound': -0.2153}",-0.2153,neg
1291,50,"No problems crossing to South Cyprus. Only problem was that the information centre on the South side of the crossing was absolutely hopeless. They could not direct us to the Archeological museum just outside the Venetian walls. However, the Info. centre at the end of Ledra street was excellent.",Ledras,Review 922 Similarity,0.44543540299999995,Review 104 Similarity,0.267261242,"{'neg': 0.186, 'neu': 0.751, 'pos': 0.063, 'compound': -0.7346}",-0.7346,neg
1295,40,No effort getting across. Coming from the South we showed our passports to the agent and then over the crossing (a few steps) to the Turkish official. Both were friendly and it took about 4 minutes total.Worth the trip. We walked around the neighborhood and then headed back. A shame that the island remains divided. Though not as modern as the Southern side it is worth the trip to see the other part of Cyprus.,Ledras,Review 468 Similarity,0.267261242,Review 436 Similarity,0.267261242,"{'neg': 0.067, 'neu': 0.869, 'pos': 0.064, 'compound': -0.0516}",-0.0516,neg
1296,40,"I crossed over at noon. Very easy. Just bring your passport and note what you must not bring back into Greek Cyprus. Main items not to bring back are the fake designer brand goods. They will be confiscated and destroyed. On my return, there was no customs officer! Just walked by. In any case I had nothing to declare!",Ledras,Review 396 Similarity,0.101015254,Review 646 Similarity,0.267261242,"{'neg': 0.139, 'neu': 0.812, 'pos': 0.049, 'compound': -0.7087}",-0.7087,neg
1297,50,"Ledra Street crossing has been open to pedestrians since April 2008 giving access to Lefkosa. We went across at 10am, no queues, no fuss, passport in hand, we checked out no bother. Walked the 20 meters and checked in, no stamp, no bother, no worries, (no return for us as we are leaving the island via Ercan). From what we have been told very much different from the manned barriers, boarded-up buildings, barbed wire and no-photography signs that used to be on this location however just down the road at Ermou St we could see all of the above. It's actually quite chilling as all through the town there are dead ends. Anywhere a road went north has been blocked off, sometimes with guard posts and opposing flags flying. For us it was a must do to making to the crossing as we now have more appreciation of what it stands for.",Ledras,Review 641 Similarity,0.507092553,Review 5 Similarity,0.25,"{'neg': 0.165, 'neu': 0.781, 'pos': 0.053, 'compound': -0.9371}",-0.9371,neg
1299,40,"Crossing into the Turkish side of Cyprus, one has to cross two passport controls that are separated by a no man's land in the middle. It's a bit sad to see such a small island divided in this manner and with this level of passport control.",Ledras,Review 279 Similarity,0.44543540299999995,Review 102 Similarity,0.25,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
1301,40,"Not sure how to rate the crossing point. For me it is sad that it still exists. However, for those who want to cross is like going to another country within seconds. You have to show your id before crossing. On the other side it is totally different life: another currency, another language but similar food. The north side also has many sites to visit.",Ledras,Review 79 Similarity,0.37796447299999997,Review 220 Similarity,0.25,"{'neg': 0.052, 'neu': 0.905, 'pos': 0.043, 'compound': -0.1608}",-0.1608,neg
1303,30,its the crossing point most pedestrian make to croos from Turkish Cyprus to the Greek part. The last divided capital in the world!not as dramtic a crossing as former East/West Berlin but sad still the same!,Ledras,Review 783 Similarity,0.35634832299999997,Review 294 Similarity,0.25,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.6941}",-0.6941,neg
1307,40,"this is the most interesting part of Nicosia. In the middle of the main street border and passport control. Even the clock moves when you enter the Turkish part. Pay attention when you overlook the Turks you are not trying to stamp because no one has confessed to Turkey's Republic of Northern Cyprus republic, and in return, the Greeks can make a problem. Ask them not to stamp the stamp but only to scan. This border shows all the absurdity of the bad politics and the division of one small society.",Ledras,Review 149 Similarity,0.44543540299999995,Review 99 Similarity,0.23570226,"{'neg': 0.098, 'neu': 0.882, 'pos': 0.021, 'compound': -0.7509}",-0.7509,neg
1308,40,We had met our friends nearby and went to the Crossing point which divides this famous City. Sad but true you experience the sights in places of what must have been terrifying for those caught up in the 1974 Invasion. The actual crossing is easy although at times very busy. You do pass through two separate points - out of the South through what is in effect No Mans Land and into the North - and you will require your ID Card or Passport.,Ledras,Review 221 Similarity,0.44543540299999995,Review 101 Similarity,0.23570226,"{'neg': 0.104, 'neu': 0.796, 'pos': 0.101, 'compound': -0.0772}",-0.0772,neg
1310,50,"You could be walking on a pedestrian mall and without realizing you would be at this crossing point. The Turkish and Greek 'booths' are less than 100 meters apart. I call them booths as they don't look like permanent buildings but temporary modular huts or booths...Just show your documents and walk to the next stop, and you have crossed from the North to the South or vice versa. As far as I noticed, just for pedestrians but I read that UN and diplomatic vehicles use this checkpoint as well.",Ledras,Review 51 Similarity,0.267261242,Review 405 Similarity,0.23570226,"{'neg': 0.049, 'neu': 0.921, 'pos': 0.03, 'compound': -0.1791}",-0.1791,neg
1313,50,My wife wanted to cross over so we all went on a day trip from Pafos. Very easy to drive to and park. 5 euros for all day parking right around the corner from the Ledra St crossing. Very easy to cross. They check passports on the Greek and Turkish side. Not that much to see but very sad to see the fact that with no investment the north side is still a ruin. Lots of tourist shops with plenty of fake goods. Found a nice place to eat and then drink and people are friendly. Worth walking around the side roads to see how things are. Oh and we paid in euros and the prices were okay.,Ledras,Review 294 Similarity,0.507092553,Review 4 Similarity,0.223606798,"{'neg': 0.122, 'neu': 0.756, 'pos': 0.123, 'compound': -0.4304}",-0.4304,neg
1316,10,"It's a must see to anyone going to Cyprus, but a big disappointment , the crossing to the Turkish part is a long queue both entering and leaving (basically only because they can )The Turkish side has the usual ""knock off "" handbags, t shirts etc., but you are advised that any purchases may be confiscated when crossing back , we were told one t shirt each was OK. Not worth the two hour drive each way from Pathos",Ledras,Review 323 Similarity,0.35634832299999997,Review 289 Similarity,0.223606798,"{'neg': 0.082, 'neu': 0.868, 'pos': 0.05, 'compound': -0.3715}",-0.3715,neg
1317,40,"Very low key border, if you weren't looking for it you could easily miss it. You need your passport to cross. If you don't want it to be stamped they will provide a small form that you fill your details on and that is stamped, ake sure you keep the paper for re entry. There were no queues when we were there. You go from the expensive south side to the cheap north side in just a few hundred yards. Worth crossing just for the cheap shopping but be warned most of the designer goods are copies",Ledras,Review 951 Similarity,0.267261242,Review 487 Similarity,0.223606798,"{'neg': 0.083, 'neu': 0.869, 'pos': 0.048, 'compound': -0.3731}",-0.3731,neg
1320,50,"Interesting way to visit Turkish Cyprus. The border is right in the middle of the city . You must remember to take your passport with you or you won’t be able to cross . On the other side is a shopping district. Small shops selling fake designer clothes, shoes and other fake items. Don’t be taken in by the cheep prices. Interesting place to visit.",Ledras,Review 37 Similarity,0.40291148200000004,Review 169 Similarity,0.213200716,"{'neg': 0.089, 'neu': 0.833, 'pos': 0.078, 'compound': -0.2023}",-0.2023,neg
1341,30,"Sorry but a crossing point is just that ""a crossing point""! Yes, it's quirky and sad but a tourist attraction no. You are not allowed to bring back any fake Turkish goods they will be confiscated as you're expected to buy only Greek fake goods! Not much to see once on the Turkish side that is any different from the Cypriot side. Food is cheaper though and I can recommend the restaurant in the Buyuk Han. If there's a large queue it can take quite a few minutes so maybe leave it and then return later. WARNING! Many mobile phone providers do not include Turkish occupied northern Cyprus in their EU roaming so switch your mobile off, it could cost you!! Also NO PHOTOGRAPHS",Ledras,Review 155 Similarity,0.41833001299999995,Review 149 Similarity,0.158113883,"{'neg': 0.187, 'neu': 0.739, 'pos': 0.074, 'compound': -0.9484}",-0.9484,neg
1349,50,I visit this crossing point often to remind me of what wars do to people. Nicosia is the last divided capital in the world - STILL. part of it is still occupied by the Turkish troops which invaded Cyprus back in 1974. it breaks my heart every time I visit this crossing point. as a visitor you must visit this crossing point so as to have a hands-on experience .,Ledras,Review 352 Similarity,0.425210032,Review 141 Similarity,0.127000127,"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
1352,10,"I was on a cruise which stopped in Cyprus for the day. We were told by Royal Caribbean NOT to take our passports off the ship. We booked the trip to Nicosia for the experience of going to both sides of the border and to see the sights. After taking a tour through the cruise line, we end up at the border in Nicosia. We were not allowed entry as we did not have our passports. After much negotiating by the tour guide, we were allowed in if we had a driver's license, but the license had to stay with the border authorities. This cut into the tour time by over an hour. When we left of course our documents were not at the border and we were not allowed to leave. Another hour went by and finally the guard who let us in arrived back with our documents on him. This cut into our shopping and wandering time, two hours wasted at the border. we had 15 minutes to shop and use the restroom then back to the bus. What a disaster of a trip and the return bus ride back to the port we were in an accident. It had started to rain and the driver was trying to make up time by speeding and we hydroplaned and were hit by three vehicles, a car, a truck, and another bus. Take your passport or skip the journey all together, as it turned out to not be that interesting. If you have seen one Mosque, you do not have to see this one, just like visiting all the churches in England.",Ledras,Review 501 Similarity,0.229174624,Review 512 Similarity,0.123091491,"{'neg': 0.084, 'neu': 0.9, 'pos': 0.016, 'compound': -0.9651}",-0.9651,neg
1362,40,"This is the main crossing point in central Nicosia between the turkish and greek sides of the city. It straddles 'The Green Line' an arbitrary border defined by an English Colonel using his child's green crayon during the civil war mid-twentieth century. The turkish side of the city is quaint and old, the greek modern and featureless. The same shops ppulate 'Murder Mile' as in any other cosmopolitan european town. But the greek side is dearer to buy refeshments.",Ledras,Review 453 Similarity,0.501550391,Review 15 Similarity,0.0,"{'neg': 0.098, 'neu': 0.869, 'pos': 0.033, 'compound': -0.7717}",-0.7717,neg
1364,40,It is a must when you visit Nicosia to cross the border into the Turkish occupied part of the city. You are immediately struck by the difference from the southern part of the city in so far the place is very run down..The narrow streets are lined with stalls all selling varios gifts and clothes.The only negative is the fact that the border officials on both sides of the crossing are very unfriendly,Ledras,Review 897 Similarity,0.5,Review 19 Similarity,0.0,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.8173}",-0.8173,neg
1369,40,"Its odd to see a city that stops at a point where you have to show your ID card to continue. But the busy shops on both sides seem to carry on their business as usual , nothing odd at all! There are lots of restaurants and shops along this pedestrian road and if you walk around and look up you can see the remains of the war with the bullet holes in the buildings. Make sure to walk around even if you don;t cross over and you will see no mans land and peep holes to see the ghost like areas that were abandoned during the war. The area is full of trendy bustling bars and restaurants and has become the centre for the main nightlife in the city.",Ledras,Review 645 Similarity,0.483493778,Review 28 Similarity,0.0,"{'neg': 0.152, 'neu': 0.815, 'pos': 0.033, 'compound': -0.9432}",-0.9432,neg
1371,50,"I have walked along this street many a time crossing from one end of street to the other over the years since the crossing opened. The differences between the two sides diminishes with each visit. The Greek side has the euro and more commonly recognised shops and restaurants (Debenhams, Starbucks etc..) The Turkish side has the Turkish lira and is more unique with mainly independent shops and restaurants. Doesn't sound too interesting so far, the fact of the matter is that you need to be aware of the history and have a good knowledge of the issues which have led to this boarder being constructed. If you can arm your self with an unbiased view and walk across slowly, you can almost feel the sadness behind the modern 2 sides of this city, the desperate circumstances which led to the divisions and now the hesitant steps taken by the united nations to provide common ground for these two stricken communities to begin to share and grow links again. As you walk across, look around you at some of the people and faces crossing the street with you, some who have lost homes and lives they had on one side and can only now visit as tourists, some visiting streets they grew up in and can no longer live in...think about how you are playing your part in this history by being there and you may just gain an emotional glimpse and understanding of the concept this crossing represents.",Ledras,Review 849 Similarity,0.483493778,Review 31 Similarity,0.0,"{'neg': 0.069, 'neu': 0.871, 'pos': 0.06, 'compound': -0.317}",-0.317,neg
1375,40,We crossed the border from and back to the Greek side of Nicosia and spent only 20 minutes on the northern part of the city. The crossing takes about two minutes and it's really no big deal.,Ledras,Review 439 Similarity,0.478091444,Review 38 Similarity,0.0,"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.3597}",-0.3597,neg
1377,20,I think it is rather sad to see a small european capital like Nicosia divided in two by just a street. There is nothing interesting. Only a few shops for tourists.,Ledras,Review 553 Similarity,0.478091444,Review 42 Similarity,0.0,"{'neg': 0.168, 'neu': 0.753, 'pos': 0.078, 'compound': -0.4325}",-0.4325,neg
1382,40,We used this crosiing point to visit the occupied part of nicosia where there are some interesting archeological sites like the Ayia Sophia etc. It takes you 5 to 10 minutes to oass through the turkish check point because you have to show your id to pass. I am a greek cypriot refugee and i feel really sad and unhappy to be a refugge in the same country and to tell you that your places do not belong to you but to the turks and also to show id to go and see your home.,Ledras,Review 252 Similarity,0.472455591,Review 54 Similarity,0.0,"{'neg': 0.045, 'neu': 0.917, 'pos': 0.038, 'compound': -0.1601}",-0.1601,neg
1391,40,"Take your passport, have to show on Cypriot and Turkish side. Restaurants and fake goods ,some wool shops, Walk a bit outside of that area and you the devastationLeft from 1974, shame.",Ledras,Review 99 Similarity,0.46291005,Review 69 Similarity,0.0,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.7351}",-0.7351,neg
1393,30,"This crossing point is ok, but there is nothing special about it.There was a big queue on the Turkish side. Bring your passports.",Ledras,Review 152 Similarity,0.46291005,Review 72 Similarity,0.0,"{'neg': 0.118, 'neu': 0.817, 'pos': 0.065, 'compound': -0.3153}",-0.3153,neg
1394,20,"Apart from the simple but boring process of having to show ones passport when crossing this frontier the difference between the sides is soon evident.The northern (Turkish) part is significantly poorer than the southern (Greek) side. The people are just as engaging and helpful, it’s just noticeable that there is a large economic divide.Ledra Street, on either side, is dull and boring with little to recommend it.",Ledras,Review 167 Similarity,0.46291005,Review 73 Similarity,0.0,"{'neg': 0.156, 'neu': 0.725, 'pos': 0.118, 'compound': -0.4709}",-0.4709,neg
1397,40,"we have had no problems crossing multiple times, the checkpoint at the ledra hotel is even faster, all u need is your passport or id.",Ledras,Review 368 Similarity,0.46291005,Review 77 Similarity,0.0,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg
1398,50,When you pass borders you feel like you turn back in time. Time stopped there. You are entering a ghost town. Nicosia before war in 1974. Greek side and Turkish invaded side. So sad,Ledras,Review 441 Similarity,0.46291005,Review 79 Similarity,0.0,"{'neg': 0.274, 'neu': 0.667, 'pos': 0.06, 'compound': -0.8399}",-0.8399,neg
1399,50,While you are walking up the ledras street eventually the road is blocked. The rest of the city is illegally occupied by the Turkish Cypriots. Fortunately you can unwind a bit at the cafe yiayia Victoria and have something refreshing. A must go though.,Ledras,Review 466 Similarity,0.46291005,Review 80 Similarity,0.0,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg
1400,30,"Always busy , very scruffy , rather restricted , as there really is no space to move. Not their fault., as Ledra Street is very narrow. First time visited felt nervous going to the TC side.i object to some of the comments posted here, that they behave like spoilt children' not resolving the situation. Suggest people read the history of this troubled enslaved island.",Ledras,Review 489 Similarity,0.46291005,Review 81 Similarity,0.0,"{'neg': 0.219, 'neu': 0.747, 'pos': 0.035, 'compound': -0.9067}",-0.9067,neg
1411,10,"We drove over 2 hours to go see 'No mans land'. Although I had read various clips nothing had told me we needed a passport to cross. Obvious to us now as it is a boarder crossing but did not realise this at the time. So a wasted journey all round as we did not get to see anything.Walked a couple of streets and had a coffee, that was it.So remember Take your PASSPORT if you want to cross the boarder",Ledras,Review 173 Similarity,0.44543540299999995,Review 100 Similarity,0.0,"{'neg': 0.08, 'neu': 0.901, 'pos': 0.018, 'compound': -0.7086}",-0.7086,neg
1412,40,"So strange to be on this point. A city divided, you need a passport to cross the line. And nowadays it is a mere formality only. So do cross that line and visit the other side, it is worth it.",Ledras,Review 511 Similarity,0.44543540299999995,Review 103 Similarity,0.0,"{'neg': 0.054, 'neu': 0.898, 'pos': 0.049, 'compound': -0.0498}",-0.0498,neg
1414,30,"This is the probably the quickest way to cross the UN buffer zone, but not the most interesting. For that, you need to cross via the Ledra Palace, towards the West of the city.The crossing does, however, provide a visual contrast between the 2 parts of this divided city. There are lots of interesting historical buildings to note and visit on both sides. The southern section has the multinational brands one associates with wealth; the northern section doesn't.",Ledras,Review 137 Similarity,0.44474959,Review 107 Similarity,0.0,"{'neg': 0.077, 'neu': 0.872, 'pos': 0.051, 'compound': -0.2788}",-0.2788,neg
1416,30,"Crossing the border from one side of Nicosia to the other is a trip in and of itself. It's not so much a sight to see, as a strange and sad experience.The process is not complicated and if you are nervous, do not be. If you are in either half of Nicosia and wonder about the other side, I would recommend crossing the border to experience it fully.It's a weird thing to experience two completely different cities and atmospheres in the space of a short stroll. You walk through a no-man's land with crumbling buildings and ghostly spaces under UN control. If you cross at the Ledra Palace / Paphos Gate crossing, the experience is even more surreal, because it takes a good 8 minutes or so to walk through the Green Zone (i.e., the no-man's land) to / from the Turkish Cypriot side to / from the Greek Cypriot side.",Ledras,Review 724 Similarity,0.439374775,Review 115 Similarity,0.0,"{'neg': 0.059, 'neu': 0.904, 'pos': 0.037, 'compound': -0.3182}",-0.3182,neg
1417,50,A must do & visit while passing by Nicosia!!! Crossing the Border into the Turkish Occupied side is an incredible experience!!! Very sad reality of modern history!!!,Ledras,Review 41 Similarity,0.43643578,Review 118 Similarity,0.0,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.6768}",-0.6768,neg
1418,30,Not what I expected. The border crossing consists of a few passport kiosks and a 20yd no man's land separating them. The Turkish side just full of shops selling fake rubbish.,Ledras,Review 89 Similarity,0.43643578,Review 119 Similarity,0.0,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
1419,50,This is the crossing point and it is not a pleasant place. People who cross are uninsured on the other side even if they try to tell you otherwise. I would not cross myself.,Ledras,Review 184 Similarity,0.43643578,Review 120 Similarity,0.0,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.4023}",-0.4023,neg
1425,40,"Lidras street has been regenerated the last 3 or 4 years (as i was informed). Former to that, the place was abandoned. Now it is full of life, bars, tavernas etc. The feeling though at the croos point is quit strange. You have to show your ID, and you understand that the city is divided. Really frustrating feeling. Once you cross the ""border"" you can feel the different atmoshepe by the way people are looking at you.",Ledras,Review 720 Similarity,0.43643578,Review 129 Similarity,0.0,"{'neg': 0.1, 'neu': 0.863, 'pos': 0.038, 'compound': -0.7178}",-0.7178,neg
1428,40,"After leaving the Greek-Cypriotic part, you'll enter a buffer zone, where houses are empty, brickwork in windows and UN soldiers.After 50 m, you'll arrive at the Turkish Police Station (immigration).A white form with your name, passport no. etc., will be stamped and you can enter the Turkish part of Nicosia (or as the |Greeks say, the occupied part).Returning to the Greek part, means that the Turkish Police will stamp your white form again and you'll have to show your passport at the Greek-Cypriotic immigration.The border crossing is for pedestrians only, there are no costs involved.",Ledras,Review 888 Similarity,0.42761798700000003,Review 139 Similarity,0.0,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.6369}",-0.6369,neg
1430,30,"Crossing the border involved passport control by both the Greek and Turkish authorities, a queue but no long delay. Not much to experience on the Turkish side, a lot of cheap leather and jewelry shops.",Ledras,Review 398 Similarity,0.42257712700000005,Review 143 Similarity,0.0,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.6956}",-0.6956,neg
1434,40,This is the most practical crossing as the others you need a car or the Ledra Palace Hotel crossing is a little far from the shops and places to visit. This is a very unfortunate situation whereby it is the only divided country and city in Europe. Created by the coup and invasion to oust Arc. Makarios by Greece and so on... It is definately worth seeing both sides. The crossing and police immigration is not complicated.,Ledras,Review 885 Similarity,0.41403933600000004,Review 154 Similarity,0.0,"{'neg': 0.042, 'neu': 0.908, 'pos': 0.05, 'compound': -0.101}",-0.101,neg
