,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
1035,40,"This is a grand, old fashion museum with lots and lots of interesting objects and information that might overwhelm you....It also hosts temporary exhibitions....it's a must go...",Cyprus Museum,Review 249 Similarity,0.40824829,Review 72 Similarity,0.0,"{'neg': 0.058, 'neu': 0.748, 'pos': 0.194, 'compound': 0.6124}",0.6124,pos
1036,40,"Especially the ceramics has a lot of character. Collections are varied and gives a broad introduction the the findings on the island. The museum is fair in size. In some rooms its modernly in its will to communicate, in others its rather oldfashioned.",Cyprus Museum,Review 256 Similarity,0.40824829,Review 74 Similarity,0.0,"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.3182}",0.3182,pos
1037,50,"Along the Aphrodite route, take time to stop at this museum with relics dating backl to prehistoric times. The treasures unearthed in recent excavations are on display here.",Cyprus Museum,Review 257 Similarity,0.40824829,Review 75 Similarity,0.0,"{'neg': 0.071, 'neu': 0.839, 'pos': 0.09, 'compound': 0.1531}",0.1531,pos
1038,50,I was gladly surprised ot find such a nice collection of artifacts nicely kept and offering a beautiful glimpse into the island's various historical phases,Cyprus Museum,Review 276 Similarity,0.40824829,Review 76 Similarity,0.0,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.9169}",0.9169,pos
1039,50,"I walked up from Ledra St, approx 10mins. Nicely set out museum and worth a second trip. Coffee bar outside in the garden.",Cyprus Museum,Review 280 Similarity,0.40824829,Review 77 Similarity,0.0,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5859}",0.5859,pos
1040,50,This was an interesting museum for those who love antiquities. It was well laid out and the labels were also in english.,Cyprus Museum,Review 288 Similarity,0.40824829,Review 78 Similarity,0.0,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8402}",0.8402,pos
1041,50,"although this museum is a cozy place more like an old house but you can find many interesting objects there as a signe of a historical place from coins to big sculptures! as i always belive a traveller should not miss any piece of any place because we may not return there again , so dont miss this place even if its far from beach and city center, you can use one day trips and tours to make it economical!!!",Cyprus Museum,Review 326 Similarity,0.40824829,Review 84 Similarity,0.0,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.8379}",0.8379,pos
1042,50,"Thre is more stuff in the museum, that you might expect from the outside of the building. Take enough time to look at this.",Cyprus Museum,Review 338 Similarity,0.40824829,Review 85 Similarity,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1043,50,The museum is in an easy location and very easy to find. The artifacts are in excellent condition well preserved and exhibited . Going through the well aired spacious rooms of the colonial building you feel great satisfaction and awe for the beauty and historical value and toil of all who managed to put all in chronological order and harmonious perfection. I go there quote often and many a time I forget myself there. My suggestion is that people should go there especially on Sundays when it is as I believe free entrance.,Cyprus Museum,Review 356 Similarity,0.40824829,Review 86 Similarity,0.0,"{'neg': 0.017, 'neu': 0.659, 'pos': 0.324, 'compound': 0.9872}",0.9872,pos
1044,50,"Within the Museum one can see and understand how the island developed chronologically, when and who visited it. If you are a keen historian, allow at least sever hours to absorb all that info!",Cyprus Museum,Review 380 Similarity,0.40824829,Review 88 Similarity,0.0,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.5707}",0.5707,pos
1045,50,Great place that you can see the Greek and historical heritage of the island.A must visit site in Nicosia.,Cyprus Museum,Review 131 Similarity,0.333333333,Review 116 Similarity,0.0,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6249}",0.6249,pos
1046,50,"Very important collection of ancient objects, nice vitrines, good explications. Not at all a lot of visitor. You need 2 hours for the visit.",Cyprus Museum,Review 202 Similarity,0.333333333,Review 123 Similarity,0.0,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.7778}",0.7778,pos
1047,30,The museum has a lot of wonderful artefacts but they are not all that well displayed. The exception is the special exhibition on the theme of the body which was well put together and very informative. Worth a visit but could definitely be better.,Cyprus Museum,Review 367 Similarity,0.333333333,Review 134 Similarity,0.0,"{'neg': 0.08, 'neu': 0.631, 'pos': 0.289, 'compound': 0.9123}",0.9123,pos
1048,40,"The museum in on the Aphrodite cultural route and a must for international culture lovers. It is rich with artefacts dating from the Neolithic up to and beyond the Greco-Roman eras. The statue of Aphrodite of Soloi, gold relics and jewellery from the tombs of Salamis are some of the treasures worth seeing. This museum is dedicated solely to Cypriot archaeology but the findings show considerable influences and links with nearby ancient civilisations such as the Phoenicians, the Assyrians, the Egyptians, the Greeks (of course) and others. It is not very big and definitely worth a visit if you are in the neighbourhood. You can also visit other interesting places nearby such the Leventis gallery and by the end of this year, the by then finished new modern Eleftheria (Freedom) Square, the Ledra crossing point to the Turkish occupied areas and others.",Cyprus Museum,Review 176 Similarity,0.3086067,Review 143 Similarity,0.0,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.9493}",0.9493,pos
1049,50,Interesting displayed and exhibitions. A wide array of antiques from across the whole island. The antiques are in very good condition and are well kept and looked after. This museum takes you back in time.,Cyprus Museum,Review 112 Similarity,0.288675135,Review 149 Similarity,0.0,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.7902}",0.7902,pos
1051,30,"it was interesting to visit, but I'd say the free museum in the town centre was more interesting than this one",Cyprus Museum,Review 339 Similarity,0.23570226,Review 184 Similarity,0.0,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.8705}",0.8705,pos
1052,40,Yes the pieces of this museum have been around for a long time and kudos to the responsible civic members who keep it well presented and not over done. There is much that is worth checking out here so allow plenty of time. Each section is well done so if you only have time for a couple sections do them well and come back another time.,Cyprus Museum,Review 80 Similarity,0.136082763,Review 216 Similarity,0.0,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.9432}",0.9432,pos
1055,40,"€4.50 entry. There are lots of historical artefacts to see. It is worth a visit. Staff are helpful, you can also take photos",Cyprus Museum,Review 19 Similarity,0.0,Review 222 Similarity,0.0,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.5719}",0.5719,pos
1056,40,Excellent exhibition with Cypriot antiquities from which Picasso was inspired to create some of his amazing ceramics,Cyprus Museum,Review 32 Similarity,0.0,Review 225 Similarity,0.0,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.9153}",0.9153,pos
1058,50,Worth at least an hour or two. Stunning finds and the first and last rooms are extremely well presented.,Cyprus Museum,Review 51 Similarity,0.0,Review 230 Similarity,0.0,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.7089}",0.7089,pos
1059,40,Quite nice and lots to see and nice to get out off the heat when you have moaning kids as it was air conditioned,Cyprus Museum,Review 66 Similarity,0.0,Review 232 Similarity,0.0,"{'neg': 0.049, 'neu': 0.735, 'pos': 0.216, 'compound': 0.699}",0.699,pos
1060,50,Some fantastic exhibits. Many of them thousands of years old and undamaged. A real glance back in time.,Cyprus Museum,Review 75 Similarity,0.0,Review 235 Similarity,0.0,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5574}",0.5574,pos
1061,50,I was overwhelmed by many of the exhibits. If you are interested in antiquities don't miss it. You will be pleasantly surprised.The gift shop has a lot of nice presents to buy.,Cyprus Museum,Review 78 Similarity,0.0,Review 236 Similarity,0.0,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.9031}",0.9031,pos
1062,50,"The exhibition is well organised and displays artefacts, which can not be found anywhere else in the world.Some descriptions need an update, but overall it is just great!",Cyprus Museum,Review 94 Similarity,0.0,Review 239 Similarity,0.0,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.8172}",0.8172,pos
1063,50,"Beautifully exhibited artefacts, with descriptions in Greek and English. They were chronologically presented, well lit and easy to follow",Cyprus Museum,Review 95 Similarity,0.0,Review 240 Similarity,0.0,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.8271}",0.8271,pos
1064,40,A place where you can learn the development of the island. From the beginning of life until know. Lot of things from different countries because of the position of the island and there inpuct,Cyprus Museum,Review 101 Similarity,0.0,Review 241 Similarity,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1065,50,Easy to walk! Very well organized! You will be surprised with the objects there that are exposed!It does not take more than two the visit!Impressed!,Cyprus Museum,Review 106 Similarity,0.0,Review 242 Similarity,0.0,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.8106}",0.8106,pos
1066,40,"Very varied and interesting exhibits. Nice to see such a rich display of culture on offer. The written explaimations of items was clear, easy to read and informative. The iron Age Jewery and pottery displayed was incredible. A very enjoyable couple of hours.",Cyprus Museum,Review 111 Similarity,0.0,Review 243 Similarity,0.0,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.9521}",0.9521,pos
1067,50,An excellent musuem. Worth a guided tour. look out for the free torutr days. well layed out with good english descriptions,Cyprus Museum,Review 125 Similarity,0.0,Review 249 Similarity,0.0,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9169}",0.9169,pos
1068,40,"Visited fast because of lack of time but really interesting, even the building is really nice.It closes early but great place still",Cyprus Museum,Review 174 Similarity,0.0,Review 261 Similarity,0.0,"{'neg': 0.054, 'neu': 0.627, 'pos': 0.318, 'compound': 0.8747}",0.8747,pos
1069,30,"Plenty of pots,bowls and jewellery on show as well as a whole floor dedicated to the British rule.There was also a very nice exhibition of wedding dresses through the ages, I believe this is temporary.My only minor criticism is we found it too hot in there and were pleased to get to the fresh air !",Cyprus Museum,Review 180 Similarity,0.0,Review 262 Similarity,0.0,"{'neg': 0.046, 'neu': 0.735, 'pos': 0.219, 'compound': 0.8685}",0.8685,pos
1070,20,InterestingSome beautiful piecesInformation provided at times a little sketchy and not sure if it accuracy,Cyprus Museum,Review 205 Similarity,0.0,Review 267 Similarity,0.0,"{'neg': 0.11, 'neu': 0.672, 'pos': 0.218, 'compound': 0.4475}",0.4475,pos
1071,40,Handsome building all on one floor. Beautifully displayed objects. Good labels and one very informative video. Highly recommended. Few visitors in February.,Cyprus Museum,Review 259 Similarity,0.0,Review 275 Similarity,0.0,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.8977}",0.8977,pos
1072,50,"We had the greatest day here, only meant to spend and hour or so but ended up her the whole day! What a day!",Cyprus Museum,Review 260 Similarity,0.0,Review 276 Similarity,0.0,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.4912}",0.4912,pos
1073,40,"A lot of items, clean and analytical.Well worth a visit and very educational.Strongly recommended to everyone.",Cyprus Museum,Review 264 Similarity,0.0,Review 277 Similarity,0.0,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.6887}",0.6887,pos
1074,40,"If you are interested in historical artifacts including clay pots, figurines and jewelry this is an interesting place to visit.",Cyprus Museum,Review 273 Similarity,0.0,Review 281 Similarity,0.0,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6597}",0.6597,pos
1075,20,They have some interesting artefacts but I would not call this a must see. It took me an hour to see it all.,Cyprus Museum,Review 274 Similarity,0.0,Review 282 Similarity,0.0,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.2144}",0.2144,pos
1076,40,"Mostly ancient greek and roman items, byzant and newer times there too. I am so used to these exibits as a local person, that I am not impressed, but I am sure tourist will be.",Cyprus Museum,Review 287 Similarity,0.0,Review 286 Similarity,0.0,"{'neg': 0.053, 'neu': 0.86, 'pos': 0.087, 'compound': 0.2899}",0.2899,pos
1077,40,Is worthwhile to visit. There you can see how people used to leave more than two thousand years ago and several types of things that they use.,Cyprus Museum,Review 307 Similarity,0.0,Review 291 Similarity,0.0,"{'neg': 0.042, 'neu': 0.874, 'pos': 0.084, 'compound': 0.296}",0.296,pos
1078,10,Too boring for an outsider.More description of artifacts would have added value. Or a handbook / audio-guide can be provided.,Cyprus Museum,Review 308 Similarity,0.0,Review 292 Similarity,0.0,"{'neg': 0.111, 'neu': 0.773, 'pos': 0.116, 'compound': 0.0258}",0.0258,pos
1079,50,It is s must see . i think one of the best museums.They have guide there to go through the displays and it was really informative .,Cyprus Museum,Review 310 Similarity,0.0,Review 293 Similarity,0.0,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6369}",0.6369,pos
1080,40,"Definitely worth a visit, but a guided tour is preferable, as the amazing - if traditionally displayed - collections, dating back to the Neolithic through the Roman time, would require a lot of reading to be fully appreciated.",Cyprus Museum,Review 313 Similarity,0.0,Review 295 Similarity,0.0,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.9244}",0.9244,pos
1081,40,"Found this place with a help of Google Maps. Didn´t have any expectations and thought I find Greek type vases and sculptures there. But I was wrong - I have never seen such an interesting exposition like the ancient Cyprian artefacts. Unique statues, decorative pottery, amazing details - simply fantastic! And yes, there were Greek type vases from later historical periods and much-much more, but for me the rooms with ancient art were the most interesting. And I really was interested.",Cyprus Museum,Review 324 Similarity,0.0,Review 298 Similarity,0.0,"{'neg': 0.024, 'neu': 0.748, 'pos': 0.228, 'compound': 0.9409}",0.9409,pos
1082,50,"Extraordinary pottery (design and decoration, and I'm not really interested in pottery), some beautiful artefacts e.g. the cylinder seals and the amazing 2 millennium old bed. Some moving sculptures - crosses and winged-angels pre-Christianity, Alexander the Great, classical Greek. Punched well above my expectations going in.",Cyprus Museum,Review 349 Similarity,0.0,Review 303 Similarity,0.0,"{'neg': 0.045, 'neu': 0.704, 'pos': 0.251, 'compound': 0.9086}",0.9086,pos
1083,50,I enjoyed my time there and saw a lot of ancient collections. it was interesting enough to my teenage kids and to us the adults.,Cyprus Museum,Review 357 Similarity,0.0,Review 307 Similarity,0.0,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7184}",0.7184,pos
1084,50,It is so lovely to be able to see exhibits without having to fight past the crowds. A few coach loads of tourists visit but they rapidly pass through leaving you empty rooms to contemplate whichever exhibit you want.,Cyprus Museum,Review 385 Similarity,0.0,Review 312 Similarity,0.0,"{'neg': 0.052, 'neu': 0.806, 'pos': 0.142, 'compound': 0.4167}",0.4167,pos
1086,50,The room was clean and good-looking and the staff kindly and customer oriented. Location is good also (near the main bus station). The ratio quality/price was very good. At least for a solo traveler is a good choice.,Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.9274}",0.9274,pos
1087,30,"Great position next to the bus station and minutes walk from Ledra street and the border crossing into Turkish Cyprus. The hotel is clean but very basic, staff are friendly and very helpful. A little noisy at night but it’s position is worth it.",Delphi Hotel,,,,,"{'neg': 0.037, 'neu': 0.683, 'pos': 0.28, 'compound': 0.9214}",0.9214,pos
1088,40,"We only stayed one night in Nicosia and for us the location was the most important thing - so close (a few steps) from main bus station and city centre. The room was fine, we also had a fridge. The staff is very friendly, smiling and helpful. The only thing I would change is the glass door to the bathroom - that might be a bit uncomfortable when you're travelling with friends.",Delphi Hotel,,,,,"{'neg': 0.033, 'neu': 0.758, 'pos': 0.209, 'compound': 0.918}",0.918,pos
1089,50,"Very good, nice staff. One downside is very noisy at night due to the fact that it is located in the beside of cafes and restaurants. Тhe hotel itself is not expensive, you can spend the night in it, it justifies its price. The advantages of the hotel is that everything is close by.",Delphi Hotel,,,,,"{'neg': 0.065, 'neu': 0.793, 'pos': 0.142, 'compound': 0.6983}",0.6983,pos
1090,50,"Hospitable staff. Clean rooms, good value for money. Would go back again. They are going to be serving breakfast soon. Couldn’t ask for a better location. Just beside the bus station and the old town is within easy walking distance.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.9153}",0.9153,pos
1091,50,"The location of Delphi Hotel is excellent; it is situated in one minute walking distance from bus station and 7 minutes walking distance from Ledra street where there are places to eat. Our room was clean and there was proper air-conditioning and also a fridge. Very good value for money.There is no elevator so you may have to climb some stairs; we didn't mind, but it may be important to another guest. At the period we visited there were works taking place at the main square in front of the hotel so it could be a bit noisy at times.",Delphi Hotel,,,,,"{'neg': 0.035, 'neu': 0.866, 'pos': 0.099, 'compound': 0.6894}",0.6894,pos
1092,50,"Could not find a better hotel. Ever since I first came across it and visited I have never stayed at another hotel in Nikosia and that is not because I cannot afford it but because I like the people who run and own it. They are all genuinely nice, kind and helpful fellows and ones you can rely on for whatever questions and worries you might have regarding your trip. You feel cared for and not just the next customer.You basically have all you need and you are in the very center of Nicosia with superb transport connections.",Delphi Hotel,,,,,"{'neg': 0.047, 'neu': 0.739, 'pos': 0.214, 'compound': 0.969}",0.969,pos
1094,40,"Great hotel, I was expecting a ""mass tourism"" hotel given how close it is to the bus station, turns out it's family owned with very friendly owners. At the edge of the Old City and walking distance to Ledras street and the border. Recommended.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.8553}",0.8553,pos
1095,40,Serves its function – small hotel right above the central bus station. Our room was comfortable and clean. Price was very reasonable. Excellent location practically for any purpose of visit in Nicosia – except maybe if you have a car and need to park. The never ending works in the newly constructed public area in the moat of the Old City walls (on top of which this hotel practically stands) cause some noise starting in the early morning so until they finish… ask for a room not facing south if you are a light sleeper. We paid about 35 EU per night so for this cost I think we definitely got what we needed.,Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.9257}",0.9257,pos
1096,50,"We are happy with the whole staff, they were very accommodating and helpful throughout our stay. The owner is a genuinely nice guy who even recommended us places to eat and visit. The location was absolutely central and it was easy to navigate around the city from and to the hotel.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.9226}",0.9226,pos
1097,40,"Good location, rooms can be very comfortable. If there is a problem in the room they can fix it pretty quickly. Right next to the bus station. Very handy to explore many cities by bus. No lift, it can be difficult if you have heavy luggage.",Delphi Hotel,,,,,"{'neg': 0.132, 'neu': 0.695, 'pos': 0.173, 'compound': 0.5095}",0.5095,pos
1098,50,"From the outside, it looked doubtful if Delphi Hotel was even an inhabited building. While the building can use an upgrade, the interior and the room was kept spotless. The room was very basic but had a fridge, private bathroom, TV, and passable wifi. The location with the central bus station just out of the doorstep cannot be beat. Everything in the old city (even on the northern side) was within walking distance also. As I ended up using the Intercity Bus and local bus routes several times, this ended up being a great base for Nicosia.",Delphi Hotel,,,,,"{'neg': 0.017, 'neu': 0.926, 'pos': 0.057, 'compound': 0.714}",0.714,pos
1099,50,Great friendly place close to Ledra Street for border crossing and viewing the old walled City.Staff were great and I visited on 2 separate occasions. Rooms basic but clean and each with balcony access. Lot of work going on outside on the new square but didn't bother me in the slightest.,Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.9063}",0.9063,pos
1100,50,Right in the centre of Nicosia and within 5-10 minutes walk of the border. Close to many restaurants and main shopping area. Bright accommodation with all amenities that you would need. Very clean and well run by the lovely owners and their cheerful night staff.,Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.9388}",0.9388,pos
1101,40,"This hotel is in an ideal location if you are travelling by public transport around Cyprus, or to and from airports. You literally step out of the main entrance an you are 50 yards away from the main bus terminal in Nicosia. It is right in the heart of the main area for shopping and restaurants.The hotel is old, but is clean and has en suite facilities. This was my 3rd stay at this hotel, and the staff are always friendly, helpful and welcoming",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.9559}",0.9559,pos
1102,50,"Awesome location (20 meter from central bus station), close to the shopping district, 5 min walk to the Turkish side. Cozy rooms with great balconies, although no elevators in. Would definitely recommend.",Delphi Hotel,,,,,"{'neg': 0.053, 'neu': 0.625, 'pos': 0.322, 'compound': 0.9042}",0.9042,pos
1103,40,Great location you can see thei hotel when you get off the bus just round the corner from ledra street and all shops & bars. Very clean and comfortable with air conditioning staff very friendly nice bathroom,Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9533}",0.9533,pos
1104,30,"Near the intercity bus station, fast foods and shops. Roof terrace is useful to take pictures. Staff is kind and smiling. All of turistical sites are in walking distance. French bakery at the corner. Good value for money.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.9274}",0.9274,pos
1105,50,"Location and price nice clean room, friendly staff.it was an over night stop over. Bus station is next to the main bus station. It would idea for hotel to have a bus time table for intercity bus service as there is no way of finding out after 7.pm The board with the timetable is taken away and the staff at bus office are unfriendly as it's a different company.",Delphi Hotel,,,,,"{'neg': 0.09, 'neu': 0.796, 'pos': 0.114, 'compound': 0.4215}",0.4215,pos
1106,40,"Right next to Solomou bus station, so very convenient and, therefore, central to all points of interest inside and outside the old city walls - taxis also stop outside. Very clean rooms, good wifi reception in the room, air conditioner in working order so heating available on a colder night. The tv worked but is all Greek, though the channels usually have subtitled English language films in the evening but there are more interesting things to do in Nicosia than watch telly. Staff friendly and helpful. There is no lift but a high room is recommended if you are at the front as there is traffic and building noise from the main street for the duration. The front room had a small balcony and there was a view of the city from here and a view of the mountains from the roof. The very top floor has a kitchen with adequate facilities to cook food. Walk-in rate of 40euros is reasonable rate for Nicosia - this is a price per room and obviously works out cheaper if shared as the rooms are mostly twin rooms.",Delphi Hotel,,,,,"{'neg': 0.022, 'neu': 0.834, 'pos': 0.144, 'compound': 0.9718}",0.9718,pos
1107,40,"Perfect hotel for exploring the city! Rooms are simple, but clean and have everything you need. The hotel is situated directly next to the bus station and with all important sights in walking distance. Very nice stuff - we could even leave our luggage there for some hours when we came back to Nicosia a few days later on our way home.",Delphi Hotel,,,,,"{'neg': 0.019, 'neu': 0.799, 'pos': 0.182, 'compound': 0.9048}",0.9048,pos
1108,40,"Excellent situated, practically next to the bus station. All tourist attractions are very close. The staff is very kind and the rooms are clean. What I did not like is that it is a bit noisy.It is not far from Ledra street and you can visit without difficulty the Northern part of the city as well. Fron there you have good connections to Kyrenia and Famagusta. And ist is not far from Larnaca (and airport).",Delphi Hotel,,,,,"{'neg': 0.024, 'neu': 0.747, 'pos': 0.229, 'compound': 0.9503}",0.9503,pos
1109,50,"Very friendly staff and situated conveniently for viewing the main Nicosia sites. The room was pleasant (if not spacious), clean and had a.c. and TV (although few English language channels. Very close to the main bus station.",Delphi Hotel,,,,,"{'neg': 0.052, 'neu': 0.79, 'pos': 0.158, 'compound': 0.6741}",0.6741,pos
1111,50,Stayed at Delphi mid September 2friends in 60 s on shopping trip to Nicosia Delphi basic but scrupulously clean owner / staff on reception excellent great value for money location just across from main bus depot and within walking distance main shopping area definitely use again if in Nicosia,Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9716}",0.9716,pos
1112,30,"Stayed 1 night after Cyprus vs Belgium in September, travelled up from Larnaca by bus (bus station outside hotel), this hotel suited us perfectly.The rooms were clean, the staff were friendly and helpful, no breakfast but numerous food outlets nearby.",Delphi Hotel,,,,,"{'neg': 0.038, 'neu': 0.824, 'pos': 0.138, 'compound': 0.5023}",0.5023,pos
1113,40,"Bus station and new Eleftheria square by Zaha Hadid (build in progress) can be seen from the balcony, but our room was not loud. Close to city centre. Room is with air condition, TV and fridge. Breakfast is not available but there are restaurants are around.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1114,50,"Well located in the very centre of the city, close to the bus station and Ledra street. Our room was enough spacious with balcony. City maps, fast wifi, nice staff. Everything was perfect. Many bars and restaurants around the hotel.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.8225}",0.8225,pos
1115,30,"I have not stayed in this hotel but a friend of mine stayed here for one night recently and I dropped by to get her and go shopping together.I am writing a review because I liked its location. It suites definitely those who travel by bus and come to Solomou Square and those who cannot afford to stay in expensive hotels.The rooms are neat and tidy, not big but they are ok for a short stay.Downside:No Sound proofing roomsNo Lift",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.9604}",0.9604,pos
1116,40,"I stayed here for one night and was really impressed with the place given the price. The room and bathroom area were perfectly adequate. The only complaint was that there were ants by the fridge, but they didn't go anywhere else and could be easily removed. Otherwise it was very clean and comfortable place. The management were also really friendly and helpful and accommodated with late check out, which was really nice. All in all, if you aren't staying long and want something convenient and cheap, this is a great option.",Delphi Hotel,,,,,"{'neg': 0.014, 'neu': 0.659, 'pos': 0.327, 'compound': 0.9896}",0.9896,pos
1117,50,"The location is perfect, in the main center, just 30 seconds by walk to the main street and another 30 seconds to the main bus station XD. The place is nice, with terrace also, and the staff is absolutelly friendly and helpful.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9519}",0.9519,pos
1118,40,"I've stayed at Delphi twice and it is a great hotel idealy located in the heart of Nicosia. Their prices are hard to beat and the location (right next to Ledra street and right in front of the main bus station) is especially convenient.The staff are friendly, the rooms are clean, and the beds comfortable.If you are in a room facing the front of the hotel it can be a bit loud at night, but I'm pretty used to city noise so it wasn't too much of a problem for me.",Delphi Hotel,,,,,"{'neg': 0.049, 'neu': 0.839, 'pos': 0.112, 'compound': 0.7227}",0.7227,pos
1119,50,"Right a Central Bus station you find this hotel, which is also very near to the things one usually would like to visit in Nicosia. I did everything by foot.The room was light and friendly the bathroom small but still OK. My room had a little balcony overlooking the place near the busstation, which I found quite cool. Of course the room is not really quite, I think it´s ahotel for people who like city - life.THe service friendly and helpful.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.9698}",0.9698,pos
1120,50,"Traveled with my two small children. The staff was extremely helpful and accommodating. The room was very clean. Central location makes it easy to go to shops, restaurants, cafes, sights. Near inter-city bus station is a plus if you want to visit other cities. Overall great experience.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.9244}",0.9244,pos
1121,50,"I stayed in Nicosia for a weekend to meet a friend and visit the cityCUSTOMER SERVICE: Excellent people, very welcoming and kind, provided me with all the info a tourist would need. Honestly I felt like home :))PRICE: Excellent price for the centre of Nicosia compared to other hotels.ROOM: Spacious, neat, tidy room, comfortable bed and lovely air condition heating and free wifi!LOCATION: Right in the centre of Nicosia, 1 minute's walk from the Central Bus Station (Solomou Square) and all the tourist attractions of the city.TOTALLY PLEASED :)",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9928}",0.9928,pos
1122,50,"Despite the fact lonely planet says there is no choice in budget accomodations in Nikosia, we found the Delphi Hotel as a great place to stay. Rooms are clean. Sure you don't have to expect a palace, but there is everything you need. The staff is very friendly and helpful.The hotel is perfectly located.",Delphi Hotel,,,,,"{'neg': 0.025, 'neu': 0.695, 'pos': 0.28, 'compound': 0.9481}",0.9481,pos
1123,30,"The location was great for us, 3 minutes walking to the center of the city, 3 minutes walking to the nearby monitored parking place (at reasonable prices, 24 hrs at 5 EUR), close to shops, restaurants and points of interest. Room was of a sufficient size for two, furniture wasn't the oldest, but definitely already served a great number of customers and wouldn't mind renovation, A/C worked very well, bathroom was a bit smaller with a shower. Hotel staff was very pleasant and overall for the price 49 EUR / night it was worth what you get. I would definitely recommend it to guests who are planning to stay for a night or two, but probably not for longer stays.",Delphi Hotel,,,,,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9853}",0.9853,pos
