,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
181,50,Saying that the food was JUST good would be an understatement.... Tonight my special someone and i were the last people to leave brasserie. Needless to say that we enjoyed every second of it. It was a combination of excellent food and service. Definately going to visit again. The garlic sauce mussels are delicious. Looking forward to taste the crabs.,Brasserie Au Bon Plaisir,Review 180 Similarity,0.270765181,"{'neg': 0.017, 'neu': 0.748, 'pos': 0.235, 'compound': 0.9442}",0.9442,pos
182,10,"I came here on a Friday night, there were two other tables, the food was very average, my chicken with cream sauce was ok but seemed to have cheese that was not mentioned. My girlfriends beef bourguignon was the worst she ever had.The best part was there was a party with young children being externally load and playing a game in their Ipad, there was no music for some reason so all I could hear was the sound of the game, I asked the waitress to ask them to turn the game down and she said she could not do that, I’ve never been to a restaurant where it was acceptable for kids to play a game with the sound on full and that all we could hear. It ruined our meal, we asked for a check right away after that and left.They did offer us a free dessert, which we declined as we wanted to get out of there as soon as possible, but nothing off check for the unpleasant experience.",Brasserie Au Bon Plaisir,Review 16 Similarity,0.26940795300000003,"{'neg': 0.088, 'neu': 0.789, 'pos': 0.124, 'compound': 0.7096}",0.7096,pos
183,40,"The restaurant is small but cosy. The owner is french and the waitresses speak english. We were a group of 13people and all tried different dishes. All of us were satisfied. The 2 that have ordered the duck were satisfied by the taste but the portion was too small. The beef bourguignon was excellent. We had white and red whine and both of them excellent. We tried the quiche, the salad with apples and the french salad with the cheese and ham for starter and were so tasty that nothing was left in the plates. For dessert we had creme brulee and it was superb, it tasted exactly as the ones we have tasted in France. We all shared the bill and paid 18euro each (4quiche, 4 salads, 13main dishes, 5 desserts, water and 2wine bottles). Very good price.TIP: Every Thursday they import fresh clams and oysters.",Brasserie Au Bon Plaisir,Review 153 Similarity,0.26940795300000003,"{'neg': 0.019, 'neu': 0.785, 'pos': 0.196, 'compound': 0.9864}",0.9864,pos
184,40,"Tasteful french home dishes, warm welcome and service, alternative yet cozy atmosphere.",Brasserie Au Bon Plaisir,Review 204 Similarity,0.26940795300000003,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.5994}",0.5994,pos
185,40,"It is one of my favorite restaurants in Nicosia, mostly because of its amazing, authentic atmosphere. The staff is very helpful and friendly, they know the food they are serving and they know the wines to go with it. I have to admit that I always take mussels, just changing starters/salad, but my husband keeps trying different dishes, and the food is always good. The owner is usually around, talking to people, either just greeting them or giving advice on the food choices. I will surely keep visiting",Brasserie Au Bon Plaisir,Review 207 Similarity,0.261364105,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.9693}",0.9693,pos
186,30,Take a mini torch to view the menu. Food was nice though.Music was nice. Overall we had a nice time with our friendswhich made our evening.,Brasserie Au Bon Plaisir,Review 5 Similarity,0.259237924,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8126}",0.8126,pos
187,50,"Au Bon Plaisir might not seem spectacular on the outside but their dining experience definitely is. From typical French dishes like Froglegs (highly recommended!) to snails over to Mussels and various steaks cooked to perfection, their menu offers anything a gourmet desires. A good selection of award winning wines paired with the hospitable owners create a very welcoming atmosphere and will create a wonderful dining experience for you. A must visit for everyone living in Nikosia or visiting the Cyprus capital.Bon Appetit!",Brasserie Au Bon Plaisir,Review 13 Similarity,0.254000254,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9919}",0.9919,pos
188,50,"cannot say that I am a regular there but I visit once in a while - let's say at least 3-4 times the year. so to its new location I had to give it a go and I must say I find that they got better... muscles with wine sauce and creme brulee seems to be my favorite, yet I always enjoy their imports on the wines",Brasserie Au Bon Plaisir,Review 93 Similarity,0.254000254,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.8519}",0.8519,pos
189,50,"I've experienced this restaurant over and over, and to my surprise, it only gets better.Not to repeat my previous reviews, I will just mention some things new to me and new to the restaurant which I've fallen in love with, such as the French beer Ch`ti, their amazing muscles with white wine sauce, fantastic wines (especially the exclusive imports) and as always, the best steak I've found in Cyprus.",Brasserie Au Bon Plaisir,Review 96 Similarity,0.254000254,"{'neg': 0.03, 'neu': 0.736, 'pos': 0.234, 'compound': 0.9509}",0.9509,pos
190,30,"OK the restaurant is located at a nice location.Service is nice, music is ok and overall the atmoshpere is nice.Regarding food:Avoid pork;Tasteless and little quantity.Side dishes could be improved.Steaks are tasty but expensive (you pay for what you get)Apperetif is expensive: 3 glasses 16.50€-come on!!!They also charge 3€/pp for live music which is fine.But they told us that there is a basket for tips (!!!).Reason?Overall I would say that for these prices there are better options on same class restaurants.",Brasserie Au Bon Plaisir,Review 6 Similarity,0.249067741,"{'neg': 0.019, 'neu': 0.833, 'pos': 0.147, 'compound': 0.8685}",0.8685,pos
191,50,"Finally discovering an authentic -French Cuisine Brasserie- in Cyprus with a warm welcome!...We were heading for one of their great theme nights where Talented International Opera Singer, the one & only Onaki, is performing there from time to time.Opera, Wine & Food and ..Great Conversation!Awesome time, as the cosy candle lighted decor, the quality of the wine & beer, the-Terroir- menu kept us all mouthwatering.Was hard to decide between the Moules/Frites,Tartare, freshest Oysters or Confit de Canard as these courses were passing by, on to the other tables...:)I chose the Confit de Canard, with a glass of Merlot in the true Bistro/Brasserie Tradition.Everyone seemed to enjoy the stylish & convivial premises & so did I.-Au Bon Plaisir- is a Must; warmly recommended.",Brasserie Au Bon Plaisir,Review 103 Similarity,0.241955395,"{'neg': 0.011, 'neu': 0.814, 'pos': 0.175, 'compound': 0.9647}",0.9647,pos
192,50,We go to this place every time we have a celebration. They never let us down. We love their fresh mussels and steak,Brasserie Au Bon Plaisir,Review 12 Similarity,0.24096579899999998,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.7579}",0.7579,pos
193,40,"We went with friends that had studied in Paris. They really loved it. Steak was great, but the mushed potatoes was cold, so we asked them to put them in microwave. The atmosphere is nice, but bit dark for my taste.",Brasserie Au Bon Plaisir,Review 46 Similarity,0.24096579899999998,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.8719}",0.8719,pos
194,50,Great food very nice atmosphere we had soups ciche and a wonderful steak! Very much recommended and will definitely come here again,Brasserie Au Bon Plaisir,Review 51 Similarity,0.24096579899999998,"{'neg': 0.0, 'neu': 0.501, 'pos': 0.499, 'compound': 0.9429}",0.9429,pos
195,50,I was impressed very much by a small French restaurant in Nicosia. Service and dishes - TIP TOP. Will definitely come back again,Brasserie Au Bon Plaisir,Review 52 Similarity,0.24096579899999998,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8091}",0.8091,pos
197,50,"Favorite restaurant in Nicosia, the only place besides Paris that the mussels taste that good. I always choose it for special occasions.",Brasserie Au Bon Plaisir,Review 79 Similarity,0.24096579899999998,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8225}",0.8225,pos
198,40,"One of the only true French restaurants in Cyprus, even though it could need some sort of renovation. Full review by Cypriot and Proud here http://www.cypriotandproud.com/2012/03/14/brasserie-au-bon-plaisir-2/",Brasserie Au Bon Plaisir,Review 190 Similarity,0.24096579899999998,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.7096}",0.7096,pos
199,50,"I visited this restaurant with my wife a few days ago after reading other positive reviews. The restaurant is rather cozy and the upstairs area is perfect if you want more privacy. The staff were very helpful and the food choices were great. The food was excellent, from starters to deserts. Delicious and homemade. I would highly recommend this restaurants to those who appreciate good food. Well done to the lovely owner who took some time to speak to me and my wife. Thanks and see you soonHarris Larnaca",Brasserie Au Bon Plaisir,Review 201 Similarity,0.24096579899999998,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.9901}",0.9901,pos
200,50,"I visited restaurant many times during my stay in Nicosia. Every time it was amazing. Last time I was there in March for opera night. You should not missed this. Singer is something special, that you can't find everywhere. We tried several dishes, but mussels are the best. With blue cheese or garlic, and one time they had special offer with some smelly cheese that I don't remember the name but it was worth it. Steaks are cooked to perfection and you can choose your own sauce(blue cheese wins again or wine sauce). And foie gras... I can't name all delicious choices, are too many. Restaurant is ok, spacious, appropriate also for big companies or families. Service is quick and very helpful,specially with wine menu (Bordeux is the best). Owner, with her French English is always present and ready to tell you history or story around the food that they serve. Magical. If you haven't tried it yet, you are missing a lot.",Brasserie Au Bon Plaisir,Review 66 Similarity,0.225806452,"{'neg': 0.036, 'neu': 0.784, 'pos': 0.18, 'compound': 0.9793}",0.9793,pos
201,40,"From reading about the restaurant on Tripadvisor, we decided to try the restaurant in its new setting. The Service and food was really good, especially the homemade foie gras and the Wild boar are delicious. But it is a downside with the location of the restaurant - simply to far away from Nicosia city centre.",Brasserie Au Bon Plaisir,Review 113 Similarity,0.224506628,"{'neg': 0.034, 'neu': 0.849, 'pos': 0.117, 'compound': 0.7089}",0.7089,pos
203,20,"Ambience and service is good albeit somewhat shallow. No consistency in appearance of staff.Escargot, frogs legs and fois gras were not well prepared and the seasoning on all dishes was somewhat inaccurate. The fois gras was cold in the middle. Mussles were ok. We did not have a steak and French bread was scarce, four little slices in a small basket.Not what we expected overall.",Brasserie Au Bon Plaisir,Review 55 Similarity,0.219970673,"{'neg': 0.079, 'neu': 0.847, 'pos': 0.074, 'compound': 0.1775}",0.1775,pos
204,50,We have visit the restaurant a few times and surely will come back again. Well cooked quality steaks and maybe one of few places to enjoy really fresh mussels ! Friendly staff ready to explain you every recipe in the menu about the ingredients and the size. Prices are good for what you get! I recommend to try the creme brule!,Brasserie Au Bon Plaisir,Review 97 Similarity,0.21661214399999998,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9684}",0.9684,pos
205,40,"If one is asked to think of the 3 best restaurants in Nicosia (excluding local cuisine restaurants) then I would certainly put this restaurant in that list. Excellent ambiance, very good food, good wine and a highly enjoyable experience overall.",Brasserie Au Bon Plaisir,Review 197 Similarity,0.21661214399999998,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9632}",0.9632,pos
207,50,"Great food and experience with great service. We went a group of 7, there was live music but all was so very well organized that we could listen to the music as well us enjoy our dinner. Highly recommended.",Brasserie Au Bon Plaisir,Review 25 Similarity,0.20365327,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9587}",0.9587,pos
208,50,"The restaurant has a very nice menu, food tastes very good! The staff is friendly and extremely helpful! I would recommend it at anytime!",Brasserie Au Bon Plaisir,Review 71 Similarity,0.20365327,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.9453}",0.9453,pos
209,40,"Love the location, very quiet at the centre of nicosia, very good service, excellent food! You have to try the mussels with blue cheese or the streak!!!!!!!",Brasserie Au Bon Plaisir,Review 150 Similarity,0.20365327,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.9263}",0.9263,pos
210,50,Highly recommended. Food always of excellent quality. Sometimes the waiters struggle due to too many people but generally service is very good. Try the fresh mussels,Brasserie Au Bon Plaisir,Review 198 Similarity,0.20365327,"{'neg': 0.049, 'neu': 0.622, 'pos': 0.33, 'compound': 0.8586}",0.8586,pos
211,50,"Great food, great service and excellent pricing. My wife and I had the mussels and it was excellent. Great quantities, awesome flavor, and it really hit the spot. We also had the NZ beef and it was fabulous. The wine and the dessert rounded out the evening. They even have a parking space behind the restaurant which is such a rarity in Nicosia. The location is somewhat confusing to find but in reality it is quite easy, but once you get there, you will never forget where it is located. Check them out. Well worth it.",Brasserie Au Bon Plaisir,Review 49 Similarity,0.200804832,"{'neg': 0.012, 'neu': 0.732, 'pos': 0.256, 'compound': 0.9753}",0.9753,pos
212,50,"First Time and sure not last one!!! Great food!! Great wine!!! Great mood!! Waiters with smile, ready to explain anything you ask!! We spent a lovely Saturday night..you should try it!!!",Brasserie Au Bon Plaisir,Review 105 Similarity,0.199254193,"{'neg': 0.219, 'neu': 0.509, 'pos': 0.272, 'compound': 0.3369}",0.3369,pos
213,50,It was just perfect! Nice atmosphere and very good food. What to tell about the staff? Excellent service. Sure i will go back to taste some other dishes ;),Brasserie Au Bon Plaisir,Review 156 Similarity,0.190500191,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9508}",0.9508,pos
215,50,"We hadn't been here for nearly two years and I want to confirm that, as far as I'm concerned this is still the best restaurant in Nicosia despite having somehow gone down to number 18 (!!) in the TripAdvisor rankings. Brilliant menu, excellent food, friendly and attentive service, as always. Not cheap (especially if, like me, you are tempted by the most expensive items on the menu) but certainly for what you get I consider it excellent value for money. We paid €100 for a three course anniversary meal for two, with a very nice bottle of wine. As I said not cheap, but you don't HAVE to order the venison tournedos Rossini (though it's worth trying. Amazing!).",Brasserie Au Bon Plaisir,Review 133 Similarity,0.179605302,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.982}",0.982,pos
216,50,The service is absolutely the best - very attentive. Good wine list and good food. Love the mussels!,Brasserie Au Bon Plaisir,Review 192 Similarity,0.179605302,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.9437}",0.9437,pos
217,40,"Lovely cosy environment, friendly staff good food.",Brasserie Au Bon Plaisir,Review 199 Similarity,0.179605302,"{'neg': 0.0, 'neu': 0.288, 'pos': 0.712, 'compound': 0.872}",0.872,pos
218,50,perfect French cuisine. Well cooked amazing steaks! Went there for a steak... Medium rare on the rare side (difficult to find elsewhere a steak cooked to your preference) and the amazing lemon chicken. Mussels are a must as well as the famous creme brulee!,Brasserie Au Bon Plaisir,Review 187 Similarity,0.17038855,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.944}",0.944,pos
219,40,"I visited this small and cosy restaurant at the start of the week with a friend and was delighted with the quality of its dishes. It offers a good French cuisine in true fashion and the service was very professional. The gambas with honey and mustard that I had and the trout with almonds that my friend ordered were delicious, as was the fresh fried fois gras we took as a starter. Good selection of wines too. Not cheap (estimate about 45-50 euro per person) but definitely worth visiting especially for a romantic dinner or a special occasion. Will be going back for sure.",Brasserie Au Bon Plaisir,Review 188 Similarity,0.17038855,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.9809}",0.9809,pos
220,50,Brasserie Au Bon plaisir!! a heartfelt thank you for making me feel that I am back in France everytime I am at the Brasserie. The food is delicious and varied and there is always some wonderful wine to be tasted. The owner and her husband are so friendly and you can see that this is a restaurant which is run with a passion. It is my job to critique and I recommend without a doubt that you visit Brasserie Au bon Plaisir for a fabulous experience!!,Brasserie Au Bon Plaisir,Review 167 Similarity,0.166759336,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.9829}",0.9829,pos
221,50,"Every experience that I had had at Brasserie Au Bon Plaisir has been not only charming (due to the friendly owner and waiters) but the food never fails to impress and I walk away wondering when I can next return.I haven't had a dish that has been anything less than superb and dream about their steak and fries with bearnaise sauce as well as their onion soup, but seriously, everything is worth trying.The best restaurant I have tried on the island. They've got me absolutely hooked.",Brasserie Au Bon Plaisir,Review 144 Similarity,0.16245910800000002,"{'neg': 0.071, 'neu': 0.697, 'pos': 0.232, 'compound': 0.9548}",0.9548,pos
223,50,"everything was perfect,the atmosphere,the service,the food. I had a steak and it is one of the best i have eat.",Brasserie Au Bon Plaisir,Review 74 Similarity,0.160643866,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.6369,pos
224,50,"Top service, excellent food great atmosphere. I recommend the cheese funde assorted with cool cuts, any main platter and the cheese cake!!!!",Brasserie Au Bon Plaisir,Review 108 Similarity,0.160643866,"{'neg': 0.067, 'neu': 0.458, 'pos': 0.475, 'compound': 0.9241}",0.9241,pos
225,40,"We have visited Brasserie Au Bon Plaisir , last weekend for fresh mussels.It was my second visit there, the first one was in last winter.The mussels were really delicious and the atmosphere outside was quiter cozzy.Brasserie Au Bon Plaisir offer a great variety of wines too. Chardonnay was very nice, smooth and frutty.I recommend, to try mussels there.",Brasserie Au Bon Plaisir,Review 185 Similarity,0.15632635,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.9431}",0.9431,pos
226,50,"It literally exceeded my expectations by far. I ve been at the same place for Valentines about decade ago and was utter disappointment as catering was screaming. Last night, all was prefect: decor, live music, aperitif, mussels cooked perfectly soft and cooked but what amazed me was the salmon, a generous portion sizzled to perfection with a thin layer of crispness and soft but cooked inside! I think the sauce was unnecessary that’s how perfect salmon was. And the staff was patient and top polite as if they all were members of family ..... Congratulations Gatienne!",Brasserie Au Bon Plaisir,Review 17 Similarity,0.155542754,"{'neg': 0.034, 'neu': 0.712, 'pos': 0.254, 'compound': 0.9828}",0.9828,pos
227,50,"The brasserie Au Bon Plaisir has the same quality atmosphere as at home : caring unpretentious. I just wish we would always be at home in the mood to be genuinely smiling to one another the way the owner (Gatienne Thibaut) and the staff do at this restaurant. And I wish we would always us the same quality ingredients and care in preparing them.The seafood was comparing well with specialist restaurants in continental Europe, and their wild boar was just melting in the mouth. Their deserts are very convincing, from the creme brulee to the Pink Lady, specialty of the house (ask for it !). And their choice of wines is outstanding, covering quality French and Cypriot wines.The dinner doubles with an art exhibition, as the restaurant also displays the works of contemporary artists living in Cyprus. We have some at home ... they have more and sometimes better.",Brasserie Au Bon Plaisir,Review 218 Similarity,0.155542754,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.9784}",0.9784,pos
228,50,You can count on getting a really good steak at this restaurant also fresh mussels several different ways if that is your preference. The fries to accompany these dishes are probably the best in Nicosia also. There is a good choice of wine also.,Brasserie Au Bon Plaisir,Review 128 Similarity,0.149440644,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.9167}",0.9167,pos
229,50,"Everytime I visit the restaurant the food is excellent, including fresh mussels. The service is great with warm and friendly atmosphere. They also have a great selection on wines.",Brasserie Au Bon Plaisir,Review 208 Similarity,0.149440644,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.9601}",0.9601,pos
230,50,Excellent food and service .Great athmosphere!! Staf was realy helpful . We had some of the specials of the day and than took a main from the main menu it was delicious. Highly recommended!!,Brasserie Au Bon Plaisir,Review 72 Similarity,0.146647115,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9556}",0.9556,pos
231,50,"Birthday dinner at Au Bon Plaisir... mussles in varation - crab - wonderful wine - knowledgeable owner - what do you want more? Plus of course wonderful company.An intimate nice space to just eat, dring and be merry! And one more word - creme brulee - prepared right in front of you.I wanna go back..",Brasserie Au Bon Plaisir,Review 137 Similarity,0.146647115,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.945}",0.945,pos
232,50,"Everything is great... the service, the food, the drinks and the music! Mussels and gambas delicious! As well as the home made chips!! Keep up the good work.",Brasserie Au Bon Plaisir,Review 186 Similarity,0.146647115,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.871}",0.871,pos
233,30,"Arrived and parked in the back on the left side of the restaurant (no sign). We were seated promptly. A LOT of items on the menu were not available. That turned us off right away. We ordered the onion soup, croquettes, steak, lamb chops, with a salad and a mash potato. Lamb chops were very good according to our daughter. The soup was a bit bland. Steak was okay but a bit dry. We usually order rib eye because of the fat content - not a dry steak. My husband did order the French beer which he did enjoy. The atmosphere is a bit dark.",Brasserie Au Bon Plaisir,Review 90 Similarity,0.144004608,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.7812}",0.7812,pos
234,40,Friendly service and staff with uncomplicated tasty food. Good menu choice with generous portions.My husband started with a large helping of home made pate followed by some very tasty spiced mussels.My choice was sole and we enjoyed both courses.There is a small area outside for outdoor eating.,Brasserie Au Bon Plaisir,Review 160 Similarity,0.135768847,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.9313}",0.9313,pos
235,40,The reason why I deducted a star was the first 3 wines we ordered from the menu were not in stock! Its a family run restaurant with fresh foods of the day and excellent steaks. Lovely French wine and very good service. Décor and atmosphere is a bit on the low side but overall a great alternative for a good steak than other steak houses in Nicosia. FIllet steak and Rib eye were both excellent and homemade sauces were great.,Brasserie Au Bon Plaisir,Review 33 Similarity,0.133407469,"{'neg': 0.016, 'neu': 0.674, 'pos': 0.31, 'compound': 0.9832}",0.9832,pos
237,50,Visited with friends. Had a great time. High quality of food pure fresh ingredients. Fast and polite service. All time value.,Brasserie Au Bon Plaisir,Review 24 Similarity,0.127000127,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.8979}",0.8979,pos
238,40,It was my first time . Special and delicious dishes. There is a nice atmosphere. Served in a friendly and pretty . But i think a bit expensive so a rocket salad and two steak with a Red wine (15 Euros) total amount was 97 Euro. These charges are not included in the dessert or fruit.Many ThanksHasan,Brasserie Au Bon Plaisir,Review 143 Similarity,0.127000127,"{'neg': 0.035, 'neu': 0.708, 'pos': 0.257, 'compound': 0.926}",0.926,pos
239,50,Good quality food and great service! We ordered steak; it was cooked perfectly and it was delicious! The staff was very friendly and hospitable! I would definitely recommend it!,Brasserie Au Bon Plaisir,Review 30 Similarity,0.11973686800000001,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.977}",0.977,pos
240,50,"For a long time I have used trip advisor for many things, especially restaurants. I'm a bloke who likes my food and I have always thought I should put something back for the useful information I have gained over the years. I'm pretty lazy though.Tonight I had a meal that has not quite dispersed my lethargy but has urged me to comment. I had the mussels to start. The sauce was so good that the hostess (and owner I think) instantly knew to bring me copious amounts of lovely soft bread to soak it up. I wasn't bothered what my wife had - I was eating. The confit duck was the duckiest duck I have tasted in ages. The accompanying side dishes were cooked to perfection and wonderfully seasoned. I know my wife had the steak; It produced noises from her I haven't heard since before we were married. The service was fantastic for the majority of the evening, the hostess was very welcoming and thoroughly engaging.I was pleasantly surprised by the bill which was more than reasonable. I left a 30% tip which I still felt was not enough but any more would have been just showing off. Whilst it is still within the city centre, it is a little bit off the beaten track. It's well worth visiting though. I have to travel to a different country to eat here and I'll be coming back.",Brasserie Au Bon Plaisir,Review 131 Similarity,0.11973686800000001,"{'neg': 0.028, 'neu': 0.769, 'pos': 0.203, 'compound': 0.9931}",0.9931,pos
241,50,"This is the 2nd time being there and the quality is even better than the previous time. The food was wonderful (pink soup, oysters, veal and boar).What about the service? The owner and her kids were absolutely great. Quick service and wilingful and delightful to serve you!And the music? Of course live music for that special night!Is a must for a romantic night!",Brasserie Au Bon Plaisir,Review 2 Similarity,0.10830607199999999,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.9699}",0.9699,pos
242,50,"Went for brunch, great food, croissants especially, great prices, great service! 🍋🍋🍋🍋🍋 They even had a violin!",Brasserie Au Bon Plaisir,Review 32 Similarity,0.10830607199999999,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9311}",0.9311,pos
243,40,"I have been there twice so far and both visits have been very different, albeit sharing the same undertone. The actual setting is quaint and the variety of menu items are quite satisfactory. What ""lifts"" the menu, is the weekly specials they have on offer on a little blackboard the waitors bring to your table and describe to you. The owners are very friendly. The second time i went the restaurant was completely empty and lacked atmosphere. This however may have been a ""one off"". I had the rabbit fricasse and the grass fed veal, as well as mussels and duck confit. All were excellent except i wasnt very thrilled about the veal. For it's price i expected something more decadent and tasty. Overall a good experience and worth a visit",Brasserie Au Bon Plaisir,Review 87 Similarity,0.099627096,"{'neg': 0.034, 'neu': 0.821, 'pos': 0.145, 'compound': 0.9353}",0.9353,pos
244,50,"I have only great things to say about the restaurant, the service was great, the prices were good but the thing that stood out was the food, not only delicious but made with perfection! I had the steak witch is hard to find a good one here in Cyprus and I was very impressed! Cooked to my perfection! I will definitely be coming back!",Brasserie Au Bon Plaisir,Review 54 Similarity,0.096003072,"{'neg': 0.102, 'neu': 0.551, 'pos': 0.348, 'compound': 0.9734}",0.9734,pos
245,40,"I went there for dinner with a friendly couple, it was my first time there and i would certainly give it another go. Friendly and casual atmosphere,good food and big menu selection, attentive staff. I found this restaurant a little bit expensive.All in all a good experiance",Brasserie Au Bon Plaisir,Review 161 Similarity,0.096003072,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.91}",0.91,pos
246,50,The brasserie has recently relocated to a new venue. Very nice environment and the staff is very helpful and attentive and always! We had the pumpkin soup as a starter and it was excellent! For main we enjoyed our steaks(medium rare) and we enjoyed them! For desert we had creme brûlée which was amazing! Will definitely go back for some tartar next time!,Brasserie Au Bon Plaisir,Review 117 Similarity,0.080321933,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.9754}",0.9754,pos
247,50,"I arrived late at Au Bon Plaisir so I missed the frog legs but everyone said they were delicious, so I take their word for it. I tried the beef bourguignon and it was fantastic. Very tender and tasty. The wine was excellent.",Brasserie Au Bon Plaisir,Review 85 Similarity,0.073323558,"{'neg': 0.037, 'neu': 0.674, 'pos': 0.289, 'compound': 0.9439}",0.9439,pos
248,40,Just try any steak!! But the best is the steak with foie gra!!! Waiters are very friendly and helpful. Prices are ok!,Brasserie Au Bon Plaisir,Review 48 Similarity,0.067884423,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.934}",0.934,pos
249,40,"We enjoyed our dinner and the owner and staff were very gracious. Winter is their busy season and if you don't have a reservation go by 7:30 cause by 9:00 pm you won't find a seat. Wine selection was good, mussels were delicious and the parsley butter to start the meal was the best I've had. An easy walk from Ledras street where our hotel was. Took about 25 minutes and well worth getting out and away from the touristy restaurants.",Brasserie Au Bon Plaisir,Review 107 Similarity,0.067884423,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.9747}",0.9747,pos
250,50,"We ate here on Fri night and had a lovely meal. Huge starters and delightful main courses. The house wine was excellent, as was the service. We were allowed to take our time and thoroughly enjoyed our meal. I can only suggest the previous review is not representative of what is a great restaurant in Nicosia. We very much look forward to going back again soon.",Brasserie Au Bon Plaisir,Review 157 Similarity,0.067884423,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.9694}",0.9694,pos
251,50,"I took my husband for a romantic birthday celebration. Because he especially was craving escargot and duck, I did some research and found that Brasserie Au Bon Plaisir had the best rating amongst its customers. We completely enjoyed our very relaxed meal and definitely will go back again this time with friends. I especially enjoyed the curried Mussels, which are served mostly on Thursday and Friday's as long as they last! This is not a pretentious restaurant rather original with well prepared and thought out dishes! The owner and her staff are sincerely friendly, kind and attentive. When I asked a question about the dishes I received knowledgeable information about the preparation, origin etc. I hope to get back soon and this time I may try their fish of the day, whereas my husband wants to try the Wild Boar! Thanks Brasserie Au Bon Plaisir for making our evening special... Donna and Moncef",Brasserie Au Bon Plaisir,Review 191 Similarity,0.06160411,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.9923}",0.9923,pos
252,30,"The Restaurant moved to a new location which is not as attractive as the previous one but parking is available and easy. The mussels I ordered were not of first choice however the cooking was good, unfortunately when your raw material is poor, there is little you can do to improve the outcome (I hope they could buy better mussels). The staff was very friendly and kind. The restaurant has a very nice selection of beer from France and Belgium that one may not find anywhere else in Cyprus!",Brasserie Au Bon Plaisir,Review 95 Similarity,0.051847585,"{'neg': 0.076, 'neu': 0.639, 'pos': 0.285, 'compound': 0.9808}",0.9808,pos
