,r_points,r_text,place,No of review,cosine sim,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
692,50,"This hotel sets an excellent example for the Hilton brandIt’s noticeable that the property has recently been upgraded and to a high standard, this includes the impressive lobby through to the well designed bathrooms and bedrooms which have comfortable beds.The facilities provided are what you would expect from a luxury hotel, the restaurant choice is superb having eaten at both the Japanese and Greek options, the hotel also serves an excellent breakfast buffet. The beautiful pool area is well maintained and provides ample space to enjoy and relax. The gym is by far the best of any hotel I have visited, They also have a designated free parking area for registered guests.All the staff are courteous and accommodating with special mention to Ellie at reception who made registration a pleasure.It’s rare to leave a hotel with no negatives they even found my sunglasses that I left at the pool the day before...thank you.I would highly recommend the hotel whether it’s for business or pleasure",Hilton Nicosia,,,Review 1 Similarity,0.327326835,Review 314 Similarity,0.077151675,"{'neg': 0.017, 'neu': 0.708, 'pos': 0.274, 'compound': 0.9939}",0.9939,pos
693,50,"From the very first contact which was a very great First Impression , Mrs Elena E ( bookings supervisor ) at the Hilton Park Engomi Nicosia Cyprus I knew everything was going to be awesome for me and my family . She was epic in all my dealings with her , all questions answered kindly gently articulately and accurately too.The first meeting with the Night Receptionist Marcos on arrival was epic , with phones ringing constantly he was so cool served me efficiently effectively very coolly even though there was a queue.The following day the Bar and Catering Executive Evelina was very pleasant and could do anything for us , great staff member, she was smartly dressed . Her team also was Mercedes notably who joked and laughed with us whilst we ate our food . Food was Excellent especially the traditionally Cypriot food , Compliments to the Chef , the Rice Pudding was to die for .Mr Pedros the Bar Manager had organised a little cake for my son's 16 th birthday a small personal touch but it made his day awesome and most memorable indeed.Room was fresh and cleaned every day , everything worked , everything clean , immaculate . well done Housekeeping .Pool pool furniture and water was really clean water clarity great , pool chemical balance Excellent.Finally we had the feeling all the other staff were ""Going the Extra Mile"" including the above and felt the Team were making an Olympian effort !!!A massive well done to Team Hilton for ""Going the Extra Mile"" , I shall definitely use this Hilton in Cyprus again , BRAVO !!!!!!Mr Themis Constantinou & Family , a happy new member of the Hilton park Engomi Nicosia ,Cyprus",Hilton Nicosia,,,Review 270 Similarity,0.188982237,Review 506 Similarity,0.068041382,"{'neg': 0.008, 'neu': 0.752, 'pos': 0.24, 'compound': 0.9965}",0.9965,pos
694,40,"The hotel is located a little outside of the city centre and about a forty minute drive from the Larnaca airport, LCA, and about an hour and a half from Paphos airport. The hotel has been a little dated but has undergone a major refurbishment and transformation from a 4 star to a 5 star hotel. There is plenty of parking around the hotel and it is easy to get to. The lobby is spacious and well planned, and you have a business centre and restaurants and bar at lobby level. There is both Greek and an Asian cuisines available at the hotel. The bar also have an executive lounge section with food and drinks on demand which is excellent. During the summer there is a outside pool and a pool bar and restaurant, and off season the is a indoor pool and a jacuzzi in the Spa as well as a sauna and a steam room. The Spa has a full range of treatments and a beauty salon. The gym is large and extensive with machines and equipment for most variations. The rooms are big and well planned as are the bathrooms, and some rooms have nice balconies which turns into a nice sundeck.Overall a very good hotel with great staff and excellent offer for Hilton elite members.",Hilton Nicosia,,,Review 90 Similarity,0.429197538,Review 117 Similarity,0.067115606,"{'neg': 0.007, 'neu': 0.792, 'pos': 0.2, 'compound': 0.9932}",0.9932,pos
695,50,"I have been travelling to Cyprus for many years on business and have stayed in any number of hotels as well as being a long standing member of the HH program with Hilton. In many years of travel I have received the highest level of upgrade and recognition of my membership at this hotel in recent stays. The beds are great as usual in a Hilton and breakfast wide ranging. You can argue that some of the standard rooms have seen better days but overall the facilities are great including one of the best gyms i have come across in any hotel, with any brand in 15 years of travel. Good pool, friendly staff, good location with a short drive into the center. I have also stayed at the Hilton Nicosia on several occasions and while that hotel has the same facilities and a dedicated exec lounge I enjoyed the overall experience more at the Park which often has slightly better pricing. There is now a kind of exec lounge which is part of the bar and was previously missing from the hotel but it is a bit confusing as to what is on offer compared to other standard lounges. I suggest this should be made clear at check in or by the staff/notice in the bar on arrival to avoid any confusion. Paid WIFI is still an issue at Hilton hotels but if you are a member they are now offering it for free. Maybe the chain will wake up to the fact that all guests expect this in any hotel as standard these days but that is their corporate decision and not that of the individual hotel of course. In short I would thoroughly recommend this hotel over any other I have stayed at in Nicosia for business travellers or tourist stay in the city.",Hilton Nicosia,,,Review 582 Similarity,0.417312425,Review 138 Similarity,0.055300126,"{'neg': 0.037, 'neu': 0.803, 'pos': 0.161, 'compound': 0.9928}",0.9928,pos
696,50,"It was a pleasant stay, hotel staff is very friendly and helpful. Big choice of facilities for lunch/dinner, clean and big pool. Good location, couple of supermarkets and cafes in the area, easy transfer to the city centre.",Hilton Nicosia,,,Review 490 Similarity,0.507092553,Review 7 Similarity,0.0,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9542}",0.9542,pos
697,50,"It is a wonderful hotel , and the people work there are very respectable , helpful and nice.I felt that i have been there before , thow it was my first time to stay in it, and the location of the hotel is good .",Hilton Nicosia,,,Review 534 Similarity,0.507092553,Review 10 Similarity,0.0,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.9165}",0.9165,pos
698,50,"I loved this place, good nice clean rooms and absolutely amazing pool side, you can spend there all day and you really feel like you are at the see side. The actual location of the hotel is quite disappointing, nothing out there for you unless you have a car. We went for a wonder, and we came back quickly to the hotel because of the heat!",Hilton Nicosia,,,Review 650 Similarity,0.507092553,Review 11 Similarity,0.0,"{'neg': 0.044, 'neu': 0.709, 'pos': 0.247, 'compound': 0.943}",0.943,pos
699,50,"Friendly and efficient team that is ready to satisfy any need of a guest. spacious spotless rooms. Very convenient location, a lot of good restaurants and cafes around. Nice SPA and fitness amenities.",Hilton Nicosia,,,Review 351 Similarity,0.505076272,Review 14 Similarity,0.0,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.9538}",0.9538,pos
700,50,"Excellent location, very helpful staff, amazing pool and sauna, the food at the restaurant is very good, the only thing that they don`t have a taxi system, they have to call a taxi and can take a while when you have an urgent meeting",Hilton Nicosia,,,Review 452 Similarity,0.505076272,Review 15 Similarity,0.0,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.9418}",0.9418,pos
701,50,"I have stayed at this hotel a number of times and a couple of times quite recently. The staff are always very friendly and accommodating and look after you well. The Front Desk manager keeps everything working like clockwork and is very attentive.The gym is good if not a little busy at times. There is refurbishment work being undertaken at present but it is being done with the least inconvenience to guests as possible, so you don't really notice it. The staff took time to explain the future plans for the Hotel of which they are clearly very proud.Choice in Nicosia is limited but this is a very comfortable and well run Hilton. I will be back soon by which time i hope it will have stopped raining!",Hilton Nicosia,,,Review 93 Similarity,0.490511472,Review 32 Similarity,0.0,"{'neg': 0.034, 'neu': 0.777, 'pos': 0.189, 'compound': 0.963}",0.963,pos
702,40,"Not the special boutique hotel for a romantic getaway in Cyprus, but a very good place for a family vacation in Nicosia or for business, with lots of facilities including a state of the art Gym, beautiful swimming pool and various restaurants. The staff was friendly and the stay was comfortable.",Hilton Nicosia,,,Review 592 Similarity,0.483493778,Review 40 Similarity,0.0,"{'neg': 0.026, 'neu': 0.652, 'pos': 0.322, 'compound': 0.9666}",0.9666,pos
703,50,"in general and regarding the whole event which was a Gala Dinner with attendance of many VIPS, BOTH the cooperation and assistance with staff of the hotel, was excellent which helped our Organisation in having a successful event!!! Food was excellent, and received many good comments on it.",Hilton Nicosia,,,Review 666 Similarity,0.472455591,Review 55 Similarity,0.0,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.943}",0.943,pos
704,40,"The staff were very friendly. Disappointed that the restaurant was closed for dinner in the evening. However, we had food in the executive lounge which was very nice. The staff in the lounge were very helpful.",Hilton Nicosia,,,Review 352 Similarity,0.472455591,Review 57 Similarity,0.0,"{'neg': 0.075, 'neu': 0.71, 'pos': 0.215, 'compound': 0.7431}",0.7431,pos
705,50,I normally travel more than 120 days per year. In this hotel you have the feeling that you are like at home. I do strongly recommend it in Niocosia.The quality of the personnel is greatFacilities are very good compare with the offer in Nicosia.,Hilton Nicosia,,,Review 26 Similarity,0.46291005,Review 70 Similarity,0.0,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.8687}",0.8687,pos
706,40,"The Hilton park is a place where you can enjoy for business meetings. Nice conference rooms, good food and friendly staff. In the summer when it's really hot, the pool is a great option during the day.",Hilton Nicosia,,,Review 420 Similarity,0.46291005,Review 73 Similarity,0.0,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.9451}",0.9451,pos
707,50,"Excellent location, large and nice rooms, very friendly staff, delicious food! Amazing view to the summer pool,which was available even in the mid of October! Very spacious reception, where you can have nice cookies and juice!Highly recommended!",Hilton Nicosia,,,Review 579 Similarity,0.46291005,Review 75 Similarity,0.0,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.9736}",0.9736,pos
708,40,"One night stay.Hotel very nice, pool area excellent, staff very well organised. Food was good and really nice bar area in the lobby.Wi-Fi in the lobby area is very quick, nice gym too.Pricey but very nice.",Hilton Nicosia,,,Review 606 Similarity,0.45834924899999996,Review 77 Similarity,0.0,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.9235}",0.9235,pos
709,50,"Very nice hotel, with comfortable clean rooms. Nice pool area. Usual price for hotel food, but plenty of eateries around. Very friendly staff. Welcoming and helpful. Nice refreshment fruit flavoured iced water on arrival.",Hilton Nicosia,,,Review 597 Similarity,0.45584230600000003,Review 79 Similarity,0.0,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.973}",0.973,pos
710,50,"If every hotel had staff like the Hilton Park Nicosia, the world would be a better place!The place is extra clean, location is very good, food was excellent, accommodation also excellent, and having the experience that all staff members go the extra mile is the crown jewel of a traveler.",Hilton Nicosia,,,Review 290 Similarity,0.453742606,Review 82 Similarity,0.0,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.9661}",0.9661,pos
711,40,"Good hotel, nice place, very nice personnel, meals served were perfect. I'd recommend to another travellers, nice place to stay for business and leisure. Next time I'd choose the same one hotel if it is possible. One thing to consider - paid internet, most usualhttp://www.prw.pl/rds/play/posluchaj-radialy it's free in most places, especially in luxury hotels.",Hilton Nicosia,,,Review 694 Similarity,0.453742606,Review 84 Similarity,0.0,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.9641}",0.9641,pos
712,50,"I will definitely be using this hotel again for business and leisure. Highly professional, caring staff who genuinely want your stay to be a memorable experience. Well done to the manager for motivating such good teams from the front desk, to the bar, to the concierge and cleaning staff.",Hilton Nicosia,,,Review 239 Similarity,0.44543540299999995,Review 94 Similarity,0.0,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9284}",0.9284,pos
713,50,"Lovely hotel, friendly and helpful staff, nothing too much trouble. Conceige very knowledgeable, got great info about local area. Reception recommended good local restaurant.Swimming pool clean and well maintained with life guard.",Hilton Nicosia,,,Review 502 Similarity,0.44543540299999995,Review 98 Similarity,0.0,"{'neg': 0.0, 'neu': 0.47, 'pos': 0.53, 'compound': 0.9748}",0.9748,pos
714,50,Just a lovely pleasent hotel. Staff always friendly. Great pool. Food is amazing. Staff just seem happy to be at work. Nothing is ever too much for them. Great gym. Reception staff just seem to remember me,Hilton Nicosia,,,Review 283 Similarity,0.440958552,Review 103 Similarity,0.0,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9741}",0.9741,pos
716,40,this is an excellent hotel but the food and bar prices are too much served a luke warm coffee that cost nearly five euros the facilities were very good but it seems more concerned with business stays than couples or leisure bookings,Hilton Nicosia,,,Review 389 Similarity,0.43643578,Review 110 Similarity,0.0,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8397}",0.8397,pos
717,40,"The amazing, smiling, friendly and efficient staff.The Best Hotel Staff i ever saw.As been working in Hotel industry for 10 years.I would definately come back due to ultra friendly staff.All Kudos to your guyz you made our stay very comfortable",Hilton Nicosia,,,Review 607 Similarity,0.429197538,Review 119 Similarity,0.0,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.98}",0.98,pos
718,50,"Hilton Park is the best hotel in Nicosia. The staff is very helpful, polite, pleasant and smiling all the time. The concierge also kind and speedy. The services very very good. A great value for the money and one of the best hotel experience ever. The general manager friendly, gentle and always there for hotel guests.",Hilton Nicosia,,,Review 691 Similarity,0.429197538,Review 123 Similarity,0.0,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9901}",0.9901,pos
719,50,"Staff here are very friendly and always helpful.The rooms are ok, try to get a balcony. Always clean and fairly spacious.The swimming pool is fabulous.Lots of facilities, good gym, beauticians, restaurants, easy walk to shops.",Hilton Nicosia,,,Review 384 Similarity,0.42257712700000005,Review 134 Similarity,0.0,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.9273}",0.9273,pos
720,40,"Location is good,staff are friendly and helpful, giant is on the door slash reception is a winner, Elle at reception and the young girl on breaky reception-Elle as well I think are all very friendly and helpful. The rooms are showing signs of age with the dodgy key card entry and aged safes, overall a great stay but just not quality of a Hilton that I would expect.",Hilton Nicosia,,,Review 295 Similarity,0.41403933600000004,Review 140 Similarity,0.0,"{'neg': 0.042, 'neu': 0.739, 'pos': 0.219, 'compound': 0.8658}",0.8658,pos
721,50,I really enjoyed my stay at the Hilton Park Hotel in Nicosia.It was in a great location very accessible to alot of places I was visiting.The staff were very friendly.The rooms were very spacious and comfortable and the food served in the hotel was excellent.It has an excellent gym.I was here on a buisness trip but I will be back in the future on a more social visit with my familyWould highly recommend this Hotel.,Hilton Nicosia,,,Review 390 Similarity,0.41147559999999994,Review 144 Similarity,0.0,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.9036}",0.9036,pos
722,40,Absolutely not a value for money hotel. Even the internet access is charged in the rooms after 1 hour. All other facilities are quite good and the staff is very polite. Clean and comfort stay regarding the rest of the facilities. definitely very expensive regarding its services and for a Hilton.,Hilton Nicosia,,,Review 569 Similarity,0.404061018,Review 155 Similarity,0.0,"{'neg': 0.072, 'neu': 0.731, 'pos': 0.198, 'compound': 0.8051}",0.8051,pos
723,50,"Amazing location, rooms. Very friendly stuff and helpful. Fully facilitated...pool, gym and spa (which the stuff is fully qaulified and experianced) the food is more then great with fantastic cocktail at the lounge bar. No.1 hotel in Nicosia!!!! 💙",Hilton Nicosia,,,Review 50 Similarity,0.40291148200000004,Review 159 Similarity,0.0,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9649}",0.9649,pos
724,50,"I had four wonderfull and loving days at the most exelent hotel in Nicosia ,the Hilton park Nicosia hotell offer the best sevice and also had the most wonderfull and good staff ,the Food was out of this world and will be a memory fore Lifetime ,hpoefully i one day can go on another travel there.",Hilton Nicosia,,,Review 192 Similarity,0.40291148200000004,Review 160 Similarity,0.0,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.9055}",0.9055,pos
725,40,"Fantastic hotel staff, in particular Niki, Anelia and Evelina. Always welcoming and could not do enough. Good restaurants, pool and a relaxed atmosphere to stay in. The rooms could do with some updating, in particular the bathrooms but the rooms with balconies were very nice.",Hilton Nicosia,,,Review 301 Similarity,0.40291148200000004,Review 163 Similarity,0.0,"{'neg': 0.033, 'neu': 0.762, 'pos': 0.205, 'compound': 0.831}",0.831,pos
726,40,"Dropped daughter at medical school. Hilton hotel was fine - just like most in that hotel chain. No problems. Used chain before on business. Would recommend for that part of Nicosia for university. Clean, friendly, good pool - limited selection of TV channels. Free wifi for HHonors members",Hilton Nicosia,,,Review 431 Similarity,0.40291148200000004,Review 165 Similarity,0.0,"{'neg': 0.11, 'neu': 0.583, 'pos': 0.306, 'compound': 0.9022}",0.9022,pos
727,50,Feeling nostalgic about those days! I feel so happy that I let the most important day of my life in their hands. It was a huge event with 2.000 people cocktail and 400 people private dinner with DJ and professional lighting. All the Hilton Park staff were very professional but especially I want to thank the event manager who took into account all our special request . I will definitely recommend this to anyone that would have a wedding in Nicosia in very good place with excellent food and professional staff .,Hilton Nicosia,,,Review 545 Similarity,0.40291148200000004,Review 167 Similarity,0.0,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.9846}",0.9846,pos
728,50,"Thomas cook put us up in this hotel for one whole day due to a cancelled flight.The hotel offered us clean towels for the pool, bottles of water whenever we wanted them, great food (paid for by TC) and friendly staff. The hotel itself is immaculate. Couldn’t believe how well kept it was. Would like to come back and stay here for a week",Hilton Nicosia,,,Review 129 Similarity,0.40089186299999996,Review 171 Similarity,0.0,"{'neg': 0.028, 'neu': 0.771, 'pos': 0.201, 'compound': 0.9118}",0.9118,pos
729,50,Many thanks for your cocktail during the opening of the exhibition Side Stories at centre of cultural heritage in Nicosia. Everything was perfect and catering staff was friendly and professional . I recommended your hotel and catering .Marie Grosjean,Hilton Nicosia,,,Review 241 Similarity,0.40089186299999996,Review 173 Similarity,0.0,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.891}",0.891,pos
730,40,"I went for full day seminar in this hotel a few days ago.The facilities were fairly good, the lunch was very tasty as well as the dessert.Parking space is enough and easy access to many of the hotels area.One of the best hotels in Nicosia in my opinion.",Hilton Nicosia,,,Review 482 Similarity,0.40089186299999996,Review 177 Similarity,0.0,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.9074}",0.9074,pos
732,50,"The cafeteria of the hotel, and the surrounding environment was ideal for relaxing and catching up with my friends. Quiet and calm.The staff is very helpful and friendly.I would definitely choose it again, even going on my own, just to do some work on my laptop while having my coffee.",Hilton Nicosia,,,Review 727 Similarity,0.40089186299999996,Review 181 Similarity,0.0,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.9381}",0.9381,pos
733,50,The hotel was recently refurbished since my last visit. Hotel is now nicer than before. A great hotel with pleasant staff and excellent restaurants. Recommend the Greek restaurant where had dinner there 2 nights in row as food was great and staff very friendly and helpful,Hilton Nicosia,,,Review 560 Similarity,0.398862018,Review 182 Similarity,0.0,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.9802}",0.9802,pos
734,50,"The complete facelift of the hotel has made it one of the best in the town - with comfortable, clean, tidy, large rooms added with polite friendly alert staff . Food is great yet where the hotel is located, a great convenience to anyone who would choose this fantastic hotel. Shopping Mall, Supermarkets, fast food, coffee snack shops and even tavernas are just 5-10 minutes walk.",Hilton Nicosia,,,Review 696 Similarity,0.398862018,Review 183 Similarity,0.0,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9818}",0.9818,pos
735,50,"Staying in this hotel at least once a week. It's. Like home from home. Amazing reception staff. Always helping you out. Then the bar staff are all friendly and helpful. Rooms are always immaculate, and spotless.Highly recommend this hotel to anyone. I travel a lot and this by far has the nicest staff of any hotel I've stayed in",Hilton Nicosia,,,Review 489 Similarity,0.39009474899999996,Review 186 Similarity,0.0,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.9595}",0.9595,pos
736,40,"Been here several times throughout the year.Rooms have always been fine.Very comfortable beds.Rooms clean and tidy.Tea and coffee in rooms which is a nice touch.Lovely pool in the summer.Havent eaten in the hotel as I go to the Plaka Tavern which is a 10 minute walk to the right of hotel (see other reviews) which is an amazing place to eat....you need the 10 minute walk back to work off the food!Overall, good hotel.",Hilton Nicosia,,,Review 698 Similarity,0.381881308,Review 198 Similarity,0.0,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.9412}",0.9412,pos
737,50,"Superb hotel for week or mini break.Excellent food and drink.Great staff, updated rooms are well presented.Pool and outdoor areas are a little dated as are the tennis courts, although the gym and spa are first class.",Hilton Nicosia,,,Review 133 Similarity,0.37796447299999997,Review 199 Similarity,0.0,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.7351}",0.7351,pos
738,40,It's very good indeed and you'll find it provides all you might need. It's not quaint or bespoke or post-modern or extraordinary in any shape or form but it caters to its customers perfectly. It's situated in the quiet part of the capital but still very neer to all things Nicosia.Note: Literally during half of the year's weekends it hosts weddings and other functions so it might get extra busy and partly crowded after 20.00,Hilton Nicosia,,,Review 266 Similarity,0.37796447299999997,Review 203 Similarity,0.0,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.8358}",0.8358,pos
739,30,An uninspiring building off the centre of the city it looks its age. It has decent reception areas but it is a worn out old thing. Not bad not great. It is au good budget choice but you will need a car.,Hilton Nicosia,,,Review 580 Similarity,0.37796447299999997,Review 210 Similarity,0.0,"{'neg': 0.056, 'neu': 0.72, 'pos': 0.224, 'compound': 0.8545}",0.8545,pos
740,50,"Best hotel in Nicosia, with nice food and fasciliteis....clean swimming pool with nice romantiv view...helpful staff...very clean rooms with romantic atmosphere...i would definately visit this hotel with friends as well!!!",Hilton Nicosia,,,Review 624 Similarity,0.37796447299999997,Review 211 Similarity,0.0,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9651}",0.9651,pos
741,50,"Amazingly friendly staff and great facilities. It's a great pleasure to stay, or visit this Hotel for a coffee, lunch or dinner. This hotel also has an amazing pool and a very well equipped gym and spa.",Hilton Nicosia,,,Review 102 Similarity,0.370624658,Review 218 Similarity,0.0,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9705}",0.9705,pos
742,40,For a 4 star hotel is very good. The ambiance in the hotel is fresh and modern. Rooms are clean and cozy. The hotel tends to get crowded some times with events and weddings and the swimming pool get very crowded in the summer.,Hilton Nicosia,,,Review 566 Similarity,0.370624658,Review 222 Similarity,0.0,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.8016}",0.8016,pos
743,50,"I can't reccomend this hotel enough! It is a really nice and welcoming place to stay. My colleague and I were in Cyprus on business and always love to stay at the Hilton Park because it has everything we want!The gym is brilliant , food options are great (try the seafood salad and go to To Elliniko) and the hotel staff are really accommodating , they will do anything to help ! The beds are extremely comfy and the rooms are always clean. I'm looking forward to staying again next year.",Hilton Nicosia,,,Review 380 Similarity,0.367883604,Review 224 Similarity,0.0,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.9767}",0.9767,pos
744,50,Relaxing atmosphere..!Especially the Sorento pool bar!!!!!!!Great and friendly people!!!!Many congrats to the marketing department....!!Keep up the good job guys...We will visit the place again and again..,Hilton Nicosia,,,Review 146 Similarity,0.358568583,Review 229 Similarity,0.0,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9309}",0.9309,pos
745,40,"Got stranded at Cyprus because of delayed flight back home and was transported to this hotel by the charter company. As we suddenly were 400 guests there, they couldn’t provide a baby crib or an extra bed for my two small children, understandably enough. As I-6 months pregnant- made my complaint, I was met by a wonderful and understanding manager. Thank you! Me and my family got transported to another hotel where we could sleep in each our beds. Thank for caring and for the food and lemonade you organized for me!",Hilton Nicosia,,,Review 174 Similarity,0.358568583,Review 230 Similarity,0.0,"{'neg': 0.041, 'neu': 0.833, 'pos': 0.125, 'compound': 0.855}",0.855,pos
746,50,"Many thanks to all the staff here for making our stay so pleasant, cannot fault anything, very friendly, clean,efficient hotel.Looking forward to return here and also to recommend to all our friends.",Hilton Nicosia,,,Review 322 Similarity,0.358568583,Review 232 Similarity,0.0,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.9569}",0.9569,pos
747,50,"But most importantly the efficiency and ""willingness to assist""attitude by the staff makes this hotel an absolute pleasure to stay for pleasure or business.The gym is probably one of the best in town..",Hilton Nicosia,,,Review 503 Similarity,0.358568583,Review 235 Similarity,0.0,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.9587}",0.9587,pos
748,50,"We had an amazing week in this hotel. The rooms are very spacious and clean and hotel staff make you feel like home. This place is filled with warmth, from bell desk, through bar, to spa. Amazing pool, spa and food. Location is just perfect. I would always come back and I believe my friends will for sure. Thank you Nicosia Park team for making our special trip perfect.",Hilton Nicosia,,,Review 121 Similarity,0.35714285700000004,Review 239 Similarity,0.0,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9862}",0.9862,pos
749,50,The staff are always there for the customer no matter what the problem is and always ready to help.Everyone who walks through the door is warmly welcome.It's always a pleasure to stay at the Hilton Park Hotel in Nicosia.No matter which staff member you speak to they always have a warm and welcoming smile for every customer that comes to the hotel and it's nice to see how well they all work as a team.,Hilton Nicosia,,,Review 260 Similarity,0.35714285700000004,Review 242 Similarity,0.0,"{'neg': 0.056, 'neu': 0.68, 'pos': 0.264, 'compound': 0.9371}",0.9371,pos
750,50,"Arriving late one evening for a three night stay, the staff went out of their way to make the stay great. This outstanding level of friendliness and efficiency continued without exception.The facilities are at the top end of what I expect as a regular Hilton guest worldwide, with a particularly good gym and spa as well as on-site choice of restaurants and informal eateries nearby.Certainly an excellent location for a business visit, although Nicosia is not somewhere I would suggest if you are looking for a holiday in Cyprus.",Hilton Nicosia,,,Review 355 Similarity,0.35714285700000004,Review 243 Similarity,0.0,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.9778}",0.9778,pos
751,50,"On a recent family holiday to Nicosia we stayed at The Hilton Park hotel which was wonderful. My husband was unfortunately taken ill whilst we were there and the management and staff were wonderful in assisting us all ref Doctors and Clinics. The Front Desk manager actually visited my husband in the clinic after he had finished work. I call this above and beyond the call of duty. Wonderful hotel,staff and food,",Hilton Nicosia,,,Review 484 Similarity,0.35714285700000004,Review 245 Similarity,0.0,"{'neg': 0.063, 'neu': 0.771, 'pos': 0.166, 'compound': 0.8625}",0.8625,pos
752,50,"The hotel has gone through renovation and is the best in Nicosia. The team is the best I came across for a long time and rooms are now very good as well. The hotel offers a large amount of amenities including one the the best gyms in the city, a variety of dining choices and great environment",Hilton Nicosia,,,Review 96 Similarity,0.35634832299999997,Review 249 Similarity,0.0,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.9728}",0.9728,pos
753,50,"Excellent Hotel with a professional, helpful and friendly staff. We organised a conference at the Hotel and we are very pleased with the high-quality services we received. We are looking forward to our next business event there.",Hilton Nicosia,,,Review 115 Similarity,0.35634832299999997,Review 250 Similarity,0.0,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9168}",0.9168,pos
754,40,"Beautiful rooms, really nice pool, excellent staff we had a great time here and we also particularly enjoyed the food at this hotel, i suggest you go for the executive suites as there are many extra included in the price.",Hilton Nicosia,,,Review 279 Similarity,0.35634832299999997,Review 253 Similarity,0.0,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.962}",0.962,pos
755,30,"This is one of the few big hotels in Nicosia. Nice setting and grounds, conveniently located but the premises are old and especially the rooms need to be renovated. Staff overall friend and attendive. Nice gym and pool facilities.",Hilton Nicosia,,,Review 432 Similarity,0.35634832299999997,Review 259 Similarity,0.0,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.872}",0.872,pos
756,40,"For few days Hilton Park was our host. Very nice and spacious hotel. The grounds are impressive: pools, tennis courts and may more. Large, cool and refreshing indoor areas especially the great lobby. A good place to crash after visiting Nicosia under the scorching sun. Enjoy!",Hilton Nicosia,,,Review 438 Similarity,0.35634832299999997,Review 260 Similarity,0.0,"{'neg': 0.044, 'neu': 0.608, 'pos': 0.347, 'compound': 0.9546}",0.9546,pos
